batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.011442494578659534,0.018849197775125504,0.1876947432756424,0.43262267112731934,0.008278543129563332,0.01519053429365158,1.8349261283874512
2,0.02589789219200611,0.012528150342404842,0.07410278171300888,0.2701083719730377,0.012512714602053165,0.013273483142256737,1.0607987642288208
3,0.07170180231332779,0.03638693690299988,0.041736919432878494,0.19556351006031036,0.03375551849603653,0.03017442673444748,0.8939106464385986
4,0.008296712301671505,0.011809690855443478,0.12108270078897476,0.3477279841899872,0.006197462789714336,0.014370053075253963,2.3186957836151123
5,0.02229277230799198,0.008797491900622845,0.05270106717944145,0.22811438143253326,0.01397212129086256,0.009586639702320099,0.6861257553100586
6,0.06994978338479996,0.030154667794704437,0.7350165247917175,0.8550558686256409,0.035928234457969666,0.025788089260458946,0.7177664637565613
7,0.056469857692718506,0.033599041402339935,0.35566726326942444,0.594336986541748,0.023971807211637497,0.026173943653702736,1.0918631553649902
8,0.06951285898685455,0.023968137800693512,0.08823978900909424,0.28982022404670715,0.021059561520814896,0.023089969530701637,1.096412181854248
9,0.0672185868024826,0.02716168947517872,0.4224420487880707,0.6471102833747864,0.017231164500117302,0.02659403719007969,1.5433677434921265
10,0.05028543621301651,0.022026333957910538,0.1292426437139511,0.3552238941192627,0.01185173075646162,0.023503344506025314,1.9831132888793945
