batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.011442494578659534,0.019262010231614113,0.18456776440143585,0.42897477746009827,0.008278543129563332,0.01555777620524168,1.879286766052246
2,0.02589789219200611,0.012811088934540749,0.07590650767087936,0.2734054625034332,0.012512714602053165,0.013633235357701778,1.0895496606826782
3,0.07170180231332779,0.03737752512097359,0.03996233269572258,0.19102127850055695,0.03375551849603653,0.03097381256520748,0.9175922274589539
4,0.008296712301671505,0.012062063440680504,0.11873471736907959,0.3443252742290497,0.006197462789714336,0.014712188392877579,2.3739013671875
5,0.02229277230799198,0.008983082138001919,0.05411325767636299,0.2311726063489914,0.01397212129086256,0.009793463163077831,0.7009283304214478
6,0.06994978338479996,0.031068112701177597,0.7423417568206787,0.8593316674232483,0.035928234457969666,0.026545202359557152,0.7388393878936768
7,0.056469857692718506,0.03455311432480812,0.3608461618423462,0.5986639857292175,0.023971807211637497,0.026791630312800407,1.1176303625106812
8,0.06951285898685455,0.02450510300695896,0.0858379527926445,0.28558552265167236,0.021059561520814896,0.02367447316646576,1.1241669654846191
9,0.0672185868024826,0.027974305674433708,0.4285658895969391,0.6518287062644958,0.017231164500117302,0.02747587487101555,1.594544529914856
10,0.05028543621301651,0.022515350952744484,0.12665899097919464,0.35152968764305115,0.01185173075646162,0.024057429283857346,2.029864549636841
