,ADA,ALGO,BTC,ETH,LTC,SOL,XRP,DOT,LINK,XLM,DOGE,AVAX,AAVE,PEPE,XTZ,TAO,TRX
2025-04-26 00:00:00+00:00,0.721191,0.23092,94942.0,1798.07,87.09,151.56,2.18757,4.3016,15.08299,0.287701,0.1857484,22.42,169.87,9.248e-06,0.5756,355.6881,0.242462
2025-04-26 01:00:00+00:00,0.725949,0.23395,95075.2,1808.06,87.94,152.5,2.20254,4.35,15.20835,0.290051,0.1914038,22.92,172.01,9.784e-06,0.582,359.3762,0.243303
2025-04-26 02:00:00+00:00,0.723163,0.2338,95104.3,1809.03,87.98,151.69,2.19702,4.3412,15.15313,0.290485,0.1893026,22.82,171.78,9.641e-06,0.5805,356.377,0.243312
2025-04-26 03:00:00+00:00,0.72132,0.23379,94802.0,1798.47,87.58,151.41,2.19198,4.2703,15.07985,0.290978,0.186716,22.66,169.0,9.585e-06,0.5804,352.8767,0.243428
2025-04-26 04:00:00+00:00,0.714721,0.23075,94604.8,1793.15,86.98,150.57,2.18282,4.2611,15.01388,0.287854,0.1849072,22.4,167.49,9.411e-06,0.5762,349.8562,0.243925
2025-04-26 05:00:00+00:00,0.719696,0.2336,94708.1,1796.31,87.08,151.07,2.19226,4.2702,15.05282,0.291036,0.18595,22.39,169.27,9.46e-06,0.5751,348.9246,0.24462
2025-04-26 06:00:00+00:00,0.726765,0.23498,94680.9,1803.47,87.57,151.75,2.21829,4.3018,15.11238,0.296836,0.1869079,22.52,169.63,9.544e-06,0.5781,350.1435,0.245414
2025-04-26 07:00:00+00:00,0.726895,0.23517,94681.0,1802.01,87.09,151.42,2.2219,4.3132,15.10707,0.294302,0.1861218,22.48,170.03,9.501e-06,0.576,348.9234,0.246012
2025-04-26 08:00:00+00:00,0.722931,0.23236,94372.3,1807.55,86.83,150.82,2.21203,4.2853,15.02001,0.292107,0.1842655,22.43,170.36,9.417e-06,0.5708,344.7484,0.246089
2025-04-26 09:00:00+00:00,0.717696,0.23021,94285.6,1803.48,86.66,149.56,2.20929,4.2776,14.94336,0.292557,0.1831588,22.17,168.71,9.352e-06,0.5677,344.1691,0.247517
2025-04-26 10:00:00+00:00,0.718013,0.23147,94224.1,1805.01,86.83,149.17,2.21096,4.283,14.95444,0.293972,0.1831835,22.24,169.86,9.41e-06,0.5714,347.1009,0.250305
2025-04-26 11:00:00+00:00,0.707784,0.22766,94168.0,1786.84,85.9,148.44,2.19432,4.2403,14.78085,0.288908,0.1815634,21.95,166.27,9.176e-06,0.5629,342.493,0.25189
2025-04-26 12:00:00+00:00,0.708123,0.22835,94284.9,1794.0,85.85,148.39,2.197,4.2413,14.79599,0.288022,0.1823086,21.87,166.91,9.162e-06,0.5633,343.9926,0.252082
2025-04-26 13:00:00+00:00,0.70491,0.22788,94123.0,1790.98,85.71,149.05,2.19356,4.2295,14.76412,0.28918,0.1815855,21.86,165.7,9.114e-06,0.5604,340.3244,0.250237
2025-04-26 14:00:00+00:00,0.707759,0.2301,94282.9,1792.6,86.16,148.66,2.1917,4.2668,14.81795,0.289383,0.1817837,21.95,166.95,9.171e-06,0.5646,342.155,0.250698
2025-04-26 15:00:00+00:00,0.710318,0.2324,94414.4,1800.97,86.69,149.48,2.20067,4.2854,14.93472,0.290322,0.1826224,22.07,167.76,9.206e-06,0.5679,347.8637,0.251001
2025-04-26 16:00:00+00:00,0.707233,0.23062,94322.7,1803.11,86.82,149.11,2.20034,4.275,14.88621,0.28926,0.181287,21.95,167.27,9.151e-06,0.5626,343.839,0.251711
2025-04-26 17:00:00+00:00,0.708033,0.23076,94355.0,1805.2,87.34,149.13,2.2008,4.2827,14.87619,0.290113,0.1815269,22.0,168.31,9.159e-06,0.5633,343.9297,0.252375
2025-04-26 18:00:00+00:00,0.704747,0.22916,94211.1,1803.34,87.25,148.72,2.19602,4.2782,14.805,0.290254,0.1808633,22.05,169.22,9.114e-06,0.5655,344.7097,0.252294
2025-04-26 19:00:00+00:00,0.70687,0.22894,94334.8,1814.33,87.2,149.3,2.20012,4.2762,14.88247,0.291182,0.1811673,22.12,171.21,9.132e-06,0.5641,348.0916,0.25282
2025-04-26 20:00:00+00:00,0.703118,0.22811,94171.0,1806.32,87.27,148.5,2.18785,4.2646,14.8237,0.289141,0.1802401,22.09,170.5,9.055e-06,0.5651,348.0091,0.252679
2025-04-26 21:00:00+00:00,0.704361,0.22796,94385.7,1813.0,87.47,148.61,2.18847,4.2776,14.81541,0.289639,0.1805253,22.17,170.5,9.097e-06,0.5683,349.4746,0.252501
2025-04-26 22:00:00+00:00,0.70846,0.22937,94799.0,1817.18,87.39,149.24,2.1974,4.2797,14.90876,0.291552,0.1817026,22.32,172.08,9.153e-06,0.5712,350.1312,0.251788
2025-04-26 23:00:00+00:00,0.707734,0.22873,94663.5,1820.85,87.08,149.27,2.19207,4.2649,14.86769,0.290871,0.1818922,22.42,172.93,9.173e-06,0.5719,349.5818,0.251993
2025-04-27 00:00:00+00:00,0.716384,0.23036,94933.8,1843.01,87.51,149.74,2.20184,4.2749,15.07472,0.29325,0.1825724,22.75,178.83,9.188e-06,0.5753,350.433,0.253518
2025-04-27 01:00:00+00:00,0.697272,0.22315,94149.6,1803.86,85.91,146.39,2.16292,4.1591,14.65127,0.287527,0.1781162,22.19,172.01,8.933e-06,0.5589,341.4449,0.252572
2025-04-27 02:00:00+00:00,0.701305,0.22434,94339.0,1813.72,86.11,147.14,2.17351,4.1761,14.67418,0.290089,0.1792155,22.16,171.47,9.026e-06,0.5623,346.4799,0.251986
2025-04-27 03:00:00+00:00,0.703712,0.22495,94160.4,1809.77,85.98,147.51,2.17544,4.1775,14.74201,0.290478,0.1794584,22.36,170.72,9.142e-06,0.5623,346.4261,0.25163
2025-04-27 04:00:00+00:00,0.697364,0.2227,94100.0,1799.01,85.19,146.59,2.16827,4.1437,14.68121,0.286136,0.1779,22.25,168.76,8.982e-06,0.5563,346.0642,0.252357
2025-04-27 05:00:00+00:00,0.694033,0.22312,93970.1,1799.13,84.83,146.24,2.16868,4.134,14.56189,0.285573,0.1779034,22.18,169.17,8.966e-06,0.556,351.6494,0.251395
2025-04-27 06:00:00+00:00,0.699607,0.22392,94044.1,1801.48,85.11,146.96,2.17415,4.1297,14.53889,0.285827,0.1791953,22.24,169.64,9.021e-06,0.5555,353.1713,0.250598
2025-04-27 07:00:00+00:00,0.700058,0.22397,94104.4,1804.18,85.5,147.48,2.17323,4.1435,14.5532,0.284542,0.1802665,22.28,169.22,9.055e-06,0.5557,351.4777,0.250813
2025-04-27 08:00:00+00:00,0.700607,0.22511,94237.4,1810.7,86.42,148.43,2.17965,4.1502,14.61944,0.286602,0.18186,22.47,170.58,9.061e-06,0.5564,354.1969,0.249108
2025-04-27 09:00:00+00:00,0.699949,0.22369,94186.1,1811.16,86.46,148.46,2.18064,4.1435,14.5708,0.285827,0.1821624,22.45,170.67,9.029e-06,0.5556,350.2939,0.249627
2025-04-27 10:00:00+00:00,0.69928,0.22286,94071.4,1809.12,86.27,148.61,2.18242,4.1243,14.54282,0.285385,0.1809792,22.3,169.82,9.017e-06,0.5565,347.5754,0.249931
2025-04-27 11:00:00+00:00,0.697308,0.22192,93974.8,1807.36,86.38,148.06,2.18157,4.1138,14.53641,0.282786,0.1808259,22.08,168.95,8.984e-06,0.5578,347.8855,0.249928
2025-04-27 12:00:00+00:00,0.697941,0.22287,93799.0,1796.6,86.68,147.94,2.21747,4.1001,14.46764,0.286828,0.1809034,22.11,170.24,8.835e-06,0.5559,349.8531,0.248716
2025-04-27 13:00:00+00:00,0.700915,0.22349,94087.1,1798.49,86.81,149.15,2.22456,4.1171,14.59492,0.285473,0.1821361,22.14,168.96,8.909e-06,0.5555,351.9892,0.248845
2025-04-27 14:00:00+00:00,0.6997,0.22262,94008.3,1797.11,87.08,149.02,2.23777,4.1329,14.58782,0.286258,0.1816219,21.94,168.25,8.873e-06,0.5558,352.4907,0.248554
2025-04-27 15:00:00+00:00,0.695458,0.22089,93952.2,1794.58,86.28,149.05,2.22716,4.0943,14.48843,0.284237,0.1800846,21.9,166.65,8.857e-06,0.5515,350.0,0.248867
2025-04-27 16:00:00+00:00,0.695009,0.21939,93895.2,1796.07,86.28,148.61,2.23415,4.0703,14.46491,0.283752,0.179015,21.71,166.93,8.783e-06,0.5478,351.0895,0.248897
2025-04-27 17:00:00+00:00,0.698876,0.22029,94076.6,1798.74,86.36,149.23,2.23179,4.0815,14.55984,0.28748,0.1797009,21.83,167.61,8.807e-06,0.548,349.3,0.249276
2025-04-27 18:00:00+00:00,0.704055,0.22145,94306.7,1804.03,86.64,149.8,2.2449,4.109,14.64,0.286248,0.180952,21.93,169.31,8.886e-06,0.5517,350.71,0.248398
2025-04-27 19:00:00+00:00,0.715458,0.22429,94438.5,1808.34,87.08,150.08,2.28482,4.1376,14.80641,0.287434,0.1821993,22.13,171.23,8.925e-06,0.5559,354.2391,0.247633
2025-04-27 20:00:00+00:00,0.712428,0.22226,94354.6,1803.2,86.49,148.91,2.28276,4.1222,14.7097,0.287862,0.1817272,22.05,169.17,8.88e-06,0.553,355.6735,0.246843
2025-04-27 21:00:00+00:00,0.713525,0.22541,94399.9,1803.52,86.33,149.41,2.26729,4.1436,14.80144,0.286964,0.1813991,22.12,169.42,8.856e-06,0.5539,362.8387,0.247103
2025-04-27 22:00:00+00:00,0.711194,0.22353,93988.0,1794.91,85.96,148.6,2.26265,4.118,14.67617,0.285619,0.1800932,21.89,167.82,8.815e-06,0.5528,361.1481,0.245802
2025-04-27 23:00:00+00:00,0.703745,0.22141,93817.0,1791.82,85.4,148.04,2.25269,4.0957,14.57089,0.28444,0.1792846,21.75,166.81,8.761e-06,0.5507,361.7497,0.245398
2025-04-28 00:00:00+00:00,0.699927,0.22076,93400.0,1773.27,85.14,147.11,2.26,4.0901,14.55519,0.2845,0.1775776,21.51,165.04,8.785e-06,0.5484,354.6001,0.244456
2025-04-28 01:00:00+00:00,0.684533,0.21663,92971.1,1764.82,84.14,145.1,2.23463,4.0371,14.32983,0.280671,0.1750545,21.19,162.77,8.694e-06,0.5385,345.9206,0.243795
2025-04-28 02:00:00+00:00,0.695604,0.22183,93626.2,1773.69,84.81,146.07,2.24803,4.0832,14.56657,0.284322,0.1770232,21.45,164.55,8.754e-06,0.5465,352.9945,0.244854
2025-04-28 03:00:00+00:00,0.706975,0.22399,93903.1,1784.9,85.43,148.46,2.25945,4.1161,14.85123,0.287673,0.1788569,21.79,167.94,8.824e-06,0.5501,355.4754,0.24444
2025-04-28 04:00:00+00:00,0.7115,0.22465,94060.0,1787.6,85.83,148.75,2.27,4.1311,14.95223,0.287137,0.1790313,21.94,169.88,8.82e-06,0.5523,355.872,0.244974
2025-04-28 05:00:00+00:00,0.713674,0.22502,94260.2,1795.82,86.1,149.77,2.27342,4.1204,14.81119,0.28703,0.1793828,21.93,170.23,8.9e-06,0.55,362.916,0.245357
2025-04-28 06:00:00+00:00,0.718683,0.22766,94620.1,1805.29,86.99,150.8,2.29206,4.1781,14.94179,0.289119,0.1811303,22.17,173.2,8.995e-06,0.5535,372.7929,0.246181
2025-04-28 07:00:00+00:00,0.724816,0.23233,94707.9,1805.43,87.4,151.1,2.33608,4.2225,15.02025,0.291191,0.1812826,22.3,174.2,9.084e-06,0.5567,378.7286,0.247282
2025-04-28 08:00:00+00:00,0.723451,0.2339,94703.7,1809.49,87.28,151.52,2.32659,4.2147,15.00585,0.289883,0.1811908,22.27,172.3,9.018e-06,0.5583,381.9718,0.246672
2025-04-28 09:00:00+00:00,0.718778,0.23031,94772.3,1807.03,86.94,151.59,2.3324,4.217,14.93751,0.289473,0.1807485,22.15,171.29,9.099e-06,0.5586,381.2606,0.246628
2025-04-28 10:00:00+00:00,0.721019,0.23301,95087.8,1815.9,87.12,152.47,2.32832,4.2269,14.97211,0.289632,0.1815249,22.23,171.54,9.124e-06,0.5627,372.6874,0.24652
2025-04-28 11:00:00+00:00,0.721771,0.23199,95301.9,1816.83,87.18,151.68,2.31799,4.2256,14.9772,0.288136,0.1816592,22.29,170.66,9.117e-06,0.565,373.4465,0.247098
2025-04-28 12:00:00+00:00,0.714197,0.22981,95427.8,1808.85,87.11,150.76,2.31634,4.2101,14.90372,0.287627,0.1807317,22.02,169.13,9.038e-06,0.5626,379.0072,0.246321
2025-04-28 13:00:00+00:00,0.705309,0.22684,94000.1,1784.75,85.43,148.12,2.28265,4.1408,14.68956,0.284583,0.1773992,21.67,166.49,8.764e-06,0.5539,374.6038,0.244575
2025-04-28 14:00:00+00:00,0.702767,0.22546,94441.9,1782.67,85.41,147.39,2.2895,4.155,14.71775,0.284388,0.1776808,21.73,167.22,8.787e-06,0.5508,370.6789,0.244924
2025-04-28 15:00:00+00:00,0.690506,0.22216,93856.2,1762.73,84.51,146.25,2.27465,4.1091,14.54144,0.281866,0.1756683,21.44,164.34,8.648e-06,0.5387,362.6783,0.245425
2025-04-28 16:00:00+00:00,0.688518,0.22496,93760.6,1757.75,84.49,146.3,2.27579,4.136,14.54498,0.282393,0.1755772,21.48,164.25,8.644e-06,0.5436,366.3842,0.246199
2025-04-28 17:00:00+00:00,0.698729,0.22825,94128.2,1771.45,85.3,147.09,2.28236,4.1875,14.77766,0.284191,0.1764342,21.78,165.55,8.778e-06,0.549,371.4402,0.247073
2025-04-28 18:00:00+00:00,0.699709,0.22874,94246.2,1779.24,85.3,146.82,2.28194,4.1985,14.80939,0.283561,0.1766123,21.86,166.65,8.795e-06,0.55,374.3282,0.247502
2025-04-28 19:00:00+00:00,0.707089,0.23071,94806.7,1797.21,85.5,148.45,2.2932,4.2402,14.96,0.283303,0.1788678,22.03,167.84,8.946e-06,0.5546,376.7904,0.247469
2025-04-28 20:00:00+00:00,0.698922,0.22971,94519.7,1786.41,85.26,147.09,2.288,4.2272,14.84417,0.28217,0.1780878,21.89,165.39,8.952e-06,0.5512,375.1979,0.248178
2025-04-28 21:00:00+00:00,0.70045,0.23041,94553.5,1791.36,85.53,147.63,2.29966,4.2304,14.90784,0.282833,0.178214,21.79,165.22,9.049e-06,0.5498,372.9812,0.248052
2025-04-28 22:00:00+00:00,0.703082,0.2315,94847.8,1801.93,85.6,147.95,2.30112,4.257,14.9944,0.283395,0.1786211,21.86,166.07,9e-06,0.554,379.3767,0.247975
2025-04-28 23:00:00+00:00,0.705292,0.23052,94998.1,1799.56,85.62,147.76,2.29515,4.2384,15.02022,0.282357,0.1789999,21.83,166.36,8.959e-06,0.5544,378.4015,0.24835
2025-04-29 00:00:00+00:00,0.708053,0.23346,95071.2,1803.07,86.83,148.26,2.30485,4.2981,15.20303,0.283928,0.1796795,21.92,167.39,8.956e-06,0.5583,376.0201,0.249812
2025-04-29 01:00:00+00:00,0.705176,0.23249,94935.9,1797.59,86.59,148.4,2.30454,4.2835,15.09091,0.28403,0.1788439,21.94,166.35,8.879e-06,0.5614,378.0,0.248213
2025-04-29 02:00:00+00:00,0.700073,0.2302,94672.0,1795.34,86.04,147.5,2.2812,4.2664,14.97982,0.281428,0.1777496,21.72,166.07,8.867e-06,0.559,381.5837,0.247216
2025-04-29 03:00:00+00:00,0.703812,0.23207,94684.8,1802.44,86.66,147.5,2.28827,4.2785,15.0692,0.281889,0.1795155,21.85,166.91,8.925e-06,0.5625,383.1352,0.247956
2025-04-29 04:00:00+00:00,0.699153,0.2296,94384.7,1792.76,85.6,146.39,2.26842,4.2504,14.90115,0.27998,0.1777568,21.69,164.36,8.803e-06,0.5602,371.7023,0.247196
2025-04-29 05:00:00+00:00,0.701575,0.22966,94299.6,1796.33,85.69,146.67,2.26719,4.2657,14.90575,0.28026,0.1774,21.79,165.16,8.822e-06,0.5615,373.5022,0.247307
2025-04-29 06:00:00+00:00,0.712852,0.2329,94813.1,1822.69,86.52,148.03,2.28338,4.315,15.19162,0.28238,0.1796187,22.11,169.28,8.95e-06,0.5663,382.4629,0.247489
2025-04-29 07:00:00+00:00,0.711952,0.23478,94990.0,1822.15,86.93,148.85,2.28757,4.3031,15.19059,0.282124,0.179652,22.15,169.24,9.051e-06,0.5656,382.5962,0.247195
2025-04-29 08:00:00+00:00,0.712325,0.23469,94981.1,1832.93,86.52,149.3,2.28697,4.2971,15.16536,0.281853,0.1796521,22.15,169.86,9.052e-06,0.5657,380.7243,0.247808
2025-04-29 09:00:00+00:00,0.713787,0.23343,95000.0,1832.59,86.15,149.12,2.30344,4.2782,15.09581,0.281556,0.1796934,22.21,169.59,9.064e-06,0.562,383.6145,0.247571
2025-04-29 10:00:00+00:00,0.711144,0.23186,94830.4,1825.83,85.52,148.3,2.28369,4.2535,15.05369,0.279486,0.1782003,22.01,169.15,8.99e-06,0.5565,377.574,0.247528
2025-04-29 11:00:00+00:00,0.7141,0.23146,95159.9,1830.21,85.72,149.01,2.29204,4.2567,15.03319,0.280085,0.1792891,22.14,168.23,8.97e-06,0.5582,380.2104,0.246993
2025-04-29 12:00:00+00:00,0.710011,0.23014,94852.0,1822.65,85.36,147.84,2.27402,4.2112,14.96396,0.278889,0.1779783,22.01,167.74,8.888e-06,0.5538,374.2653,0.245509
2025-04-29 13:00:00+00:00,0.709752,0.23056,94878.1,1816.56,85.41,147.74,2.28338,4.2498,14.96358,0.281146,0.1784236,22.08,168.3,9.005e-06,0.5616,376.9069,0.246169
2025-04-29 14:00:00+00:00,0.71571,0.23384,95119.6,1824.26,85.7,148.31,2.28873,4.2703,14.99151,0.281598,0.1793436,22.15,169.41,9.019e-06,0.5635,376.602,0.246013
2025-04-29 15:00:00+00:00,0.708232,0.23222,94864.3,1815.55,85.24,148.03,2.2935,4.2742,14.90973,0.280379,0.1781098,22.03,168.76,8.992e-06,0.5627,370.764,0.245313
2025-04-29 16:00:00+00:00,0.713483,0.23343,94998.2,1816.68,86.23,148.41,2.29281,4.2535,14.92738,0.280466,0.1788306,22.08,168.1,9.08e-06,0.5651,369.173,0.246048
2025-04-29 17:00:00+00:00,0.71229,0.23391,95252.1,1825.82,87.21,148.82,2.29731,4.2512,14.93757,0.280431,0.1789389,22.14,169.51,9.097e-06,0.5656,370.9996,0.24584
2025-04-29 18:00:00+00:00,0.713351,0.23545,95434.0,1825.97,86.84,149.89,2.3,4.243,14.98604,0.281101,0.1792195,22.08,169.83,9.121e-06,0.5673,371.6614,0.246109
2025-04-29 19:00:00+00:00,0.709577,0.23311,95347.0,1821.73,86.54,149.25,2.29322,4.2276,14.87242,0.28002,0.1784584,21.86,169.4,9.076e-06,0.5653,372.1609,0.246306
2025-04-29 20:00:00+00:00,0.704894,0.23138,94881.6,1809.5,86.39,148.65,2.27773,4.1956,14.78488,0.27886,0.1773548,21.82,168.4,9.032e-06,0.5623,366.4701,0.245765
2025-04-29 21:00:00+00:00,0.700625,0.22977,94762.8,1800.99,85.75,147.36,2.26356,4.1709,14.69199,0.279363,0.175825,21.66,167.37,8.952e-06,0.5542,367.2576,0.244216
2025-04-29 22:00:00+00:00,0.694548,0.22709,94198.4,1792.99,85.43,146.05,2.23867,4.139,14.58234,0.276384,0.1744524,21.53,164.76,8.82e-06,0.553,365.7707,0.243766
2025-04-29 23:00:00+00:00,0.696355,0.22681,94269.6,1798.99,85.6,146.41,2.23875,4.147,14.61917,0.27807,0.1746487,21.57,165.75,8.868e-06,0.5549,366.596,0.243909
2025-04-30 00:00:00+00:00,0.697802,0.22787,94514.6,1806.29,86.32,146.76,2.24476,4.1338,14.64099,0.278267,0.1755805,21.74,166.21,8.9e-06,0.5529,369.1101,0.244154
2025-04-30 01:00:00+00:00,0.69558,0.22687,94533.3,1798.23,86.45,146.23,2.23785,4.1195,14.59184,0.27747,0.1745817,21.83,164.63,8.836e-06,0.5506,366.1746,0.24313
2025-04-30 02:00:00+00:00,0.699128,0.22906,94660.4,1803.55,86.01,146.96,2.24201,4.1528,14.69515,0.279682,0.1755331,21.88,165.24,8.898e-06,0.5531,366.0974,0.243295
2025-04-30 03:00:00+00:00,0.70292,0.22951,95044.9,1808.84,86.1,148.21,2.24868,4.1694,14.71637,0.280835,0.1760317,21.86,166.19,8.914e-06,0.5581,367.774,0.244335
2025-04-30 04:00:00+00:00,0.702246,0.23017,95075.7,1812.13,86.27,147.54,2.25401,4.1658,14.7098,0.280912,0.1762178,21.89,166.61,8.975e-06,0.5595,368.1786,0.244109
2025-04-30 05:00:00+00:00,0.698584,0.22923,94914.9,1806.39,85.43,147.11,2.24881,4.1457,14.61181,0.280254,0.1755718,21.64,165.78,8.891e-06,0.5568,367.5719,0.243669
2025-04-30 06:00:00+00:00,0.69785,0.22853,94769.1,1804.02,85.17,147.16,2.24155,4.1201,14.57888,0.278367,0.1751098,21.68,165.03,8.909e-06,0.5576,366.9083,0.243506
2025-04-30 07:00:00+00:00,0.694755,0.22685,94636.0,1796.8,84.75,146.46,2.22029,4.1122,14.52128,0.276334,0.1735132,21.57,163.48,8.828e-06,0.5521,362.8285,0.243594
2025-04-30 08:00:00+00:00,0.69555,0.22749,94697.2,1796.64,84.63,146.86,2.22594,4.0999,14.51731,0.277034,0.174427,21.51,164.22,8.868e-06,0.5546,362.0071,0.244352
2025-04-30 09:00:00+00:00,0.69735,0.22799,94982.7,1806.61,84.88,147.27,2.23432,4.1296,14.5599,0.278646,0.1753661,21.65,164.59,8.949e-06,0.5599,365.89,0.245291
2025-04-30 10:00:00+00:00,0.698927,0.2287,94960.0,1808.14,85.01,147.6,2.23204,4.1563,14.62211,0.278767,0.1755544,21.68,164.76,9.027e-06,0.5606,362.8606,0.245223
2025-04-30 11:00:00+00:00,0.700157,0.22864,95194.2,1815.46,85.19,147.94,2.23827,4.1565,14.61524,0.278712,0.1759383,21.68,164.94,9.104e-06,0.5621,366.5702,0.245311
2025-04-30 12:00:00+00:00,0.687488,0.2212,94635.9,1777.35,84.0,144.89,2.19599,4.1001,14.32213,0.274016,0.1722507,21.25,160.92,8.851e-06,0.5529,356.1405,0.245281
2025-04-30 13:00:00+00:00,0.666001,0.21296,93080.1,1742.13,81.67,140.8,2.12687,4.0418,13.86586,0.268106,0.1672165,20.55,155.69,8.489e-06,0.5339,335.8357,0.243067
2025-04-30 14:00:00+00:00,0.677309,0.21836,93785.1,1760.69,83.0,142.08,2.16025,4.0832,14.08277,0.271885,0.1698704,20.89,159.18,8.636e-06,0.5441,347.5668,0.244229
2025-04-30 15:00:00+00:00,0.676495,0.21955,94020.1,1765.68,82.88,142.16,2.15873,4.0821,14.13954,0.271156,0.169797,20.94,159.52,8.721e-06,0.5472,350.3795,0.24445
2025-04-30 16:00:00+00:00,0.678535,0.22131,93979.0,1767.08,83.33,143.06,2.164,4.0711,14.11034,0.271534,0.1701939,20.87,160.3,8.745e-06,0.5448,349.1053,0.245224
2025-04-30 17:00:00+00:00,0.683237,0.21977,94111.2,1775.77,83.28,144.7,2.1809,4.0851,14.22734,0.271098,0.1712511,20.99,162.48,8.813e-06,0.5488,355.2308,0.2456
2025-04-30 18:00:00+00:00,0.680715,0.22002,94116.2,1782.26,83.63,145.57,2.19039,4.0764,14.25114,0.270492,0.1715451,20.91,162.9,8.82e-06,0.5501,351.2095,0.246236
2025-04-30 19:00:00+00:00,0.68327,0.2198,94189.5,1787.4,83.71,145.6,2.19516,4.0754,14.23,0.270439,0.1722757,20.95,164.15,8.853e-06,0.5492,351.5406,0.246386
2025-04-30 20:00:00+00:00,0.683864,0.2214,94591.0,1794.5,84.08,147.0,2.1985,4.1157,14.31321,0.271212,0.1734692,21.08,165.08,8.931e-06,0.5506,350.5233,0.24656
2025-04-30 21:00:00+00:00,0.683213,0.22032,94435.2,1793.1,83.89,146.46,2.201,4.0974,14.2611,0.272,0.1725834,21.01,165.64,8.873e-06,0.5513,353.1727,0.246399
2025-04-30 22:00:00+00:00,0.681004,0.2205,94120.1,1796.05,83.58,147.08,2.19416,4.0843,14.25331,0.271422,0.17236,20.9,164.43,8.917e-06,0.5507,354.9999,0.246679
2025-04-30 23:00:00+00:00,0.681794,0.21987,94205.4,1793.92,83.58,147.62,2.19113,4.0714,14.30039,0.27115,0.1723589,20.9,164.32,8.9e-06,0.552,355.3142,0.246414
2025-05-01 00:00:00+00:00,0.68597,0.22051,94377.7,1798.01,84.46,147.91,2.19678,4.0917,14.43614,0.271841,0.1729799,21.04,165.32,8.91e-06,0.5524,356.5195,0.247006
2025-05-01 01:00:00+00:00,0.689052,0.22095,94633.1,1809.67,84.8,148.94,2.20204,4.1124,14.54517,0.273026,0.1741885,21.14,167.34,8.961e-06,0.5552,361.8315,0.247489
2025-05-01 02:00:00+00:00,0.687779,0.22017,94791.0,1807.49,84.41,148.69,2.20379,4.0984,14.57262,0.272303,0.174473,21.07,167.73,8.914e-06,0.5576,359.4519,0.246982
2025-05-01 03:00:00+00:00,0.688911,0.21917,94779.9,1807.83,84.24,148.72,2.20398,4.0999,14.52373,0.271761,0.1740848,20.95,167.69,8.885e-06,0.553,357.2963,0.246461
2025-05-01 04:00:00+00:00,0.687706,0.21836,94850.0,1809.18,84.45,148.55,2.20623,4.0962,14.52354,0.270548,0.1743404,20.93,168.13,8.895e-06,0.5551,355.3486,0.246188
2025-05-01 05:00:00+00:00,0.692745,0.21949,95100.0,1814.01,84.75,149.17,2.21232,4.1131,14.67453,0.271054,0.1753346,21.15,169.41,8.957e-06,0.5552,357.7572,0.246751
2025-05-01 06:00:00+00:00,0.690288,0.21874,94914.9,1807.7,84.44,148.71,2.19728,4.0924,14.60817,0.270592,0.1749436,21.07,168.42,8.9e-06,0.5581,356.8918,0.246686
2025-05-01 07:00:00+00:00,0.692985,0.22038,95038.6,1810.88,84.99,149.95,2.1998,4.1231,14.73,0.271082,0.1754127,21.23,169.48,8.903e-06,0.5605,361.4231,0.247881
2025-05-01 08:00:00+00:00,0.698659,0.22244,95149.9,1818.46,85.66,150.74,2.21127,4.145,14.88153,0.273377,0.1762286,21.33,170.65,8.916e-06,0.5639,361.6309,0.249007
2025-05-01 09:00:00+00:00,0.700686,0.22463,95545.8,1818.35,85.66,151.21,2.21607,4.1582,14.90469,0.2744,0.1769966,21.36,170.82,8.949e-06,0.5649,361.723,0.248723
2025-05-01 10:00:00+00:00,0.706292,0.22746,96180.0,1847.7,86.69,152.0,2.23655,4.1689,14.97583,0.2789,0.1787459,21.54,173.35,9.042e-06,0.5637,369.0341,0.248937
2025-05-01 11:00:00+00:00,0.707255,0.22692,96209.5,1845.42,86.87,151.69,2.23767,4.1784,14.9783,0.279284,0.1793962,21.49,172.75,9.024e-06,0.5648,371.0752,0.248753
2025-05-01 12:00:00+00:00,0.704007,0.22673,96390.1,1850.01,87.17,152.11,2.23937,4.1804,14.94525,0.278681,0.1790311,21.42,174.37,9.035e-06,0.5644,370.4465,0.249154
2025-05-01 13:00:00+00:00,0.69558,0.22214,95905.1,1827.75,86.27,150.75,2.2177,4.136,14.72368,0.276278,0.1770859,21.14,173.74,8.838e-06,0.5632,366.3681,0.247692
2025-05-01 14:00:00+00:00,0.706,0.22582,96888.2,1849.98,87.37,153.09,2.24411,4.1743,14.93005,0.279366,0.1816657,21.38,177.44,8.878e-06,0.5668,373.2277,0.248555
2025-05-01 15:00:00+00:00,0.701996,0.22361,96923.8,1853.71,87.67,151.9,2.23747,4.1606,14.87236,0.276579,0.1808076,21.35,176.05,8.839e-06,0.5662,369.5456,0.247291
2025-05-01 16:00:00+00:00,0.706462,0.22496,97091.5,1861.46,88.63,151.76,2.244,4.1798,14.91062,0.278634,0.1819598,21.48,175.41,8.862e-06,0.5672,371.0414,0.247303
2025-05-01 17:00:00+00:00,0.704741,0.22062,96796.8,1856.51,88.65,151.3,2.23501,4.1637,14.92657,0.276913,0.1819893,21.36,175.06,8.847e-06,0.5657,369.8208,0.246013
