,ADA,ALGO,BTC,ETH,LTC,SOL,XRP,DOT,LINK,XLM,DOGE,AVAX,AAVE,PEPE,XTZ,TAO,TRX
2025-01-01 00:00:00+00:00,0.858086,0.34031,94241.7,3356.89,104.84,192.19,2.1072,6.7275,20.18474,0.341951,0.3206328,36.13,312.93,2.0545e-05,1.286,447.2222,0.254827
2025-01-01 01:00:00+00:00,0.851161,0.33644,93422.6,3338.27,104.77,190.39,2.09101,6.6612,19.96151,0.337352,0.3178837,35.69,313.06,2.0388e-05,1.2876,442.0084,0.254749
2025-01-01 02:00:00+00:00,0.855154,0.33911,93875.1,3354.41,104.58,191.13,2.1,6.6637,20.05394,0.339198,0.3193808,35.73,313.7,2.039e-05,1.2859,443.4183,0.255544
2025-01-01 03:00:00+00:00,0.850485,0.33538,93625.1,3347.1,104.0,189.91,2.10264,6.6542,20.03606,0.338522,0.3181977,35.55,311.82,2.0392e-05,1.29,441.4481,0.255487
2025-01-01 04:00:00+00:00,0.8479,0.33036,93327.8,3335.68,104.04,189.05,2.09904,6.6213,19.88383,0.339588,0.3156251,35.32,309.58,2.012e-05,1.2807,443.1588,0.254842
2025-01-01 05:00:00+00:00,0.854406,0.33659,93628.7,3337.58,105.05,189.63,2.13066,6.6561,19.99511,0.353334,0.3169651,35.46,310.01,2.0024e-05,1.2917,445.0,0.255119
2025-01-01 06:00:00+00:00,0.855333,0.33439,93521.8,3338.6,104.91,189.89,2.13909,6.6535,19.96591,0.355042,0.317646,35.62,310.78,2.0101e-05,1.2966,443.5985,0.25545
2025-01-01 07:00:00+00:00,0.8505,0.33423,93518.7,3338.99,103.92,189.8,2.11911,6.6357,19.9391,0.347484,0.316063,35.55,313.08,2.0018e-05,1.2858,443.8646,0.254955
2025-01-01 08:00:00+00:00,0.845,0.33,93242.9,3329.94,102.61,189.15,2.10688,6.5834,19.82223,0.343056,0.3134235,35.26,309.44,1.9709e-05,1.2792,441.0264,0.254085
2025-01-01 09:00:00+00:00,0.844498,0.32874,93208.7,3326.51,102.69,188.74,2.10134,6.5444,19.73977,0.346667,0.3131324,35.12,308.71,1.9297e-05,1.2652,435.7175,0.252766
2025-01-01 10:00:00+00:00,0.842313,0.32803,93099.5,3320.07,102.54,189.96,2.10472,6.5598,19.814,0.34368,0.313519,35.17,308.17,1.9158e-05,1.2752,442.0469,0.252864
2025-01-01 11:00:00+00:00,0.850858,0.336,93278.1,3334.25,103.57,190.9,2.13236,6.608,20.00969,0.363207,0.3155638,35.46,309.18,1.9289e-05,1.2851,445.8819,0.253459
2025-01-01 12:00:00+00:00,0.864743,0.34309,93624.1,3340.77,104.6,190.55,2.16633,6.6906,20.17043,0.373894,0.317,35.86,312.93,1.934e-05,1.3018,445.151,0.253904
2025-01-01 13:00:00+00:00,0.862081,0.34208,93783.7,3336.19,104.03,189.97,2.16055,6.6861,20.23433,0.368909,0.3171366,35.87,314.5,1.9338e-05,1.3039,443.7347,0.253359
2025-01-01 14:00:00+00:00,0.86375,0.34785,93967.7,3339.01,104.52,190.56,2.16968,6.6828,20.22122,0.372044,0.3174777,35.97,313.32,1.9227e-05,1.3198,444.4654,0.253309
2025-01-01 15:00:00+00:00,0.875913,0.3542,94189.8,3345.02,104.63,191.41,2.22332,6.7878,20.52679,0.384842,0.3196546,36.39,318.52,1.945e-05,1.3281,449.8771,0.254357
2025-01-01 16:00:00+00:00,0.887108,0.3565,93856.8,3331.71,105.02,190.21,2.25952,6.7992,20.65005,0.403349,0.3188497,36.39,314.83,1.93e-05,1.336,447.0544,0.254361
2025-01-01 17:00:00+00:00,0.887161,0.36266,93971.4,3335.88,104.68,190.24,2.25483,6.811,20.78947,0.399663,0.3193308,36.28,313.79,1.9352e-05,1.3294,451.8363,0.254371
2025-01-01 18:00:00+00:00,0.919334,0.37088,94115.0,3339.99,106.26,191.24,2.31538,6.952,21.14711,0.422286,0.3240001,36.73,315.44,1.947e-05,1.3495,460.592,0.255709
2025-01-01 19:00:00+00:00,0.915713,0.37576,94440.1,3349.28,106.94,192.71,2.31306,6.9818,21.43238,0.428373,0.3242176,37.05,317.97,1.9555e-05,1.3601,463.7202,0.255157
2025-01-01 20:00:00+00:00,0.919353,0.38012,94611.1,3353.54,105.82,193.95,2.30334,7.0931,21.79,0.426389,0.324718,37.58,320.04,1.9517e-05,1.3688,475.89,0.25527
2025-01-01 21:00:00+00:00,0.916418,0.38178,94700.0,3360.67,105.07,194.3,2.31719,7.0903,21.60633,0.430183,0.3262667,37.56,320.35,1.9449e-05,1.3618,481.4947,0.255331
2025-01-01 22:00:00+00:00,0.920547,0.38042,94647.2,3354.81,104.92,194.12,2.346,7.094,21.50331,0.427177,0.3258247,37.86,320.85,1.9486e-05,1.3629,485.0048,0.255158
2025-01-01 23:00:00+00:00,0.91916,0.376,94380.8,3354.0,104.93,193.82,2.327,7.0281,21.69748,0.423927,0.324492,37.66,319.04,1.935e-05,1.3628,489.0,0.255359
2025-01-02 00:00:00+00:00,0.943118,0.39409,94893.9,3381.02,107.23,195.61,2.38294,7.1668,22.03,0.439615,0.3327584,38.35,323.46,1.9429e-05,1.4195,505.907,0.256493
2025-01-02 01:00:00+00:00,0.944641,0.39318,94676.1,3377.2,106.44,197.24,2.39481,7.164,21.79984,0.428084,0.3312356,38.4,322.3,1.9705e-05,1.3701,517.9746,0.256483
2025-01-02 02:00:00+00:00,0.938801,0.39792,94978.5,3389.62,105.95,198.88,2.40141,7.1826,21.9074,0.432553,0.3324252,38.5,323.42,1.9873e-05,1.3732,535.0,0.257038
2025-01-02 03:00:00+00:00,0.940317,0.39323,94847.2,3385.13,105.47,198.17,2.41839,7.1518,21.84249,0.434754,0.3308762,38.45,322.33,1.9772e-05,1.3686,540.7762,0.25722
2025-01-02 04:00:00+00:00,0.943822,0.39996,95514.1,3411.29,106.16,204.04,2.39546,7.2324,22.05213,0.42554,0.3331137,39.07,330.32,2.0428e-05,1.379,527.3939,0.25867
2025-01-02 05:00:00+00:00,0.9305,0.3935,95412.0,3406.53,105.59,204.23,2.36844,7.1706,22.14385,0.417901,0.330973,38.71,332.09,2.0055e-05,1.3629,524.5596,0.258322
2025-01-02 06:00:00+00:00,0.925787,0.38793,95409.2,3404.27,105.78,205.02,2.35155,7.1305,22.01892,0.417674,0.330974,38.58,329.81,2.0251e-05,1.3598,512.0809,0.257686
2025-01-02 07:00:00+00:00,0.932339,0.39124,95694.4,3415.0,105.96,205.65,2.36578,7.207,22.30783,0.421581,0.3339208,38.8,333.35,2.0307e-05,1.3677,520.5507,0.258234
2025-01-02 08:00:00+00:00,0.934911,0.40465,96000.0,3433.63,106.27,206.59,2.37592,7.2505,22.19364,0.421304,0.336208,39.21,330.25,2.0758e-05,1.3762,525.0,0.258934
2025-01-02 09:00:00+00:00,0.947917,0.40257,96600.0,3464.46,106.85,207.27,2.39773,7.3207,22.42423,0.427773,0.3394648,40.06,334.66,2.0606e-05,1.3825,524.8146,0.260171
2025-01-02 10:00:00+00:00,0.968062,0.40314,96561.1,3464.13,106.7,206.77,2.39299,7.3378,22.71732,0.432416,0.3438839,40.45,335.74,2.0567e-05,1.3807,524.2871,0.261112
2025-01-02 11:00:00+00:00,0.969768,0.40081,96558.3,3467.64,106.26,208.35,2.40361,7.2891,22.52466,0.43111,0.3415,40.33,334.02,2.0816e-05,1.3842,519.8608,0.26204
2025-01-02 12:00:00+00:00,0.971879,0.39508,96725.6,3474.33,106.54,208.1,2.40532,7.2739,22.66005,0.429207,0.3415886,39.87,334.11,2.0965e-05,1.3836,527.9,0.264207
2025-01-02 13:00:00+00:00,0.963998,0.39533,96328.1,3461.65,107.25,207.8,2.38858,7.2292,22.46989,0.427976,0.3379568,39.84,333.66,2.0743e-05,1.3824,525.6555,0.262561
2025-01-02 14:00:00+00:00,0.962955,0.39688,97132.4,3490.09,107.16,207.88,2.40438,7.2394,22.46519,0.428239,0.3403081,39.88,335.78,2.0745e-05,1.3874,516.3686,0.263278
2025-01-02 15:00:00+00:00,0.953787,0.39537,96380.4,3460.65,106.2,206.51,2.40134,7.177,22.20956,0.426834,0.33675,39.35,331.06,2.0412e-05,1.3779,510.7238,0.263107
2025-01-02 16:00:00+00:00,0.961102,0.3953,97141.7,3466.91,106.23,207.24,2.41709,7.1998,22.30363,0.433097,0.3388215,39.63,335.4,2.0626e-05,1.3882,513.5275,0.263435
2025-01-02 17:00:00+00:00,0.951772,0.39446,96570.0,3445.24,105.15,205.78,2.39254,7.1426,22.2,0.442298,0.3370842,39.18,333.07,2.0312e-05,1.3737,512.0514,0.262151
2025-01-02 18:00:00+00:00,0.96015,0.3988,97100.0,3459.5,105.48,206.1,2.40369,7.1712,22.30006,0.43718,0.3384198,39.22,336.12,2.0439e-05,1.3757,509.3395,0.264769
2025-01-02 19:00:00+00:00,0.957271,0.39498,97249.2,3459.01,105.02,206.41,2.38631,7.153,22.145,0.430397,0.3383409,38.93,335.05,2.0331e-05,1.372,513.5455,0.264233
2025-01-02 20:00:00+00:00,0.958861,0.39286,97266.8,3449.8,104.9,206.74,2.37844,7.1519,22.05601,0.426735,0.3372552,38.99,333.13,2.0284e-05,1.369,519.0876,0.264728
2025-01-02 21:00:00+00:00,0.965375,0.3936,97140.0,3448.81,105.39,206.4,2.38435,7.1601,21.99914,0.4277,0.3371965,39.17,331.74,2.0262e-05,1.3757,523.5114,0.264626
2025-01-02 22:00:00+00:00,0.962002,0.3937,96830.2,3439.08,105.37,206.28,2.40436,7.1529,22.00867,0.435798,0.337956,39.09,331.35,2.0295e-05,1.3646,523.6953,0.264668
2025-01-02 23:00:00+00:00,0.961095,0.39285,96805.2,3451.94,105.04,208.0,2.4,7.1651,22.04371,0.431706,0.3386664,39.24,333.08,2.043e-05,1.3668,521.6875,0.265038
2025-01-03 00:00:00+00:00,0.962501,0.39968,96724.2,3444.75,105.25,206.94,2.40951,7.1551,21.98119,0.43685,0.3374114,39.1,329.66,2.0407e-05,1.3541,523.3478,0.265383
2025-01-03 01:00:00+00:00,0.973153,0.40267,96876.1,3460.77,105.63,206.47,2.42129,7.2025,22.09231,0.441691,0.3390645,39.36,328.24,2.029e-05,1.3663,520.6173,0.266047
2025-01-03 02:00:00+00:00,0.986677,0.40923,96941.1,3453.95,106.3,206.7,2.44463,7.2548,22.06228,0.45217,0.340025,39.65,328.13,2.03e-05,1.3726,520.7523,0.267485
2025-01-03 03:00:00+00:00,1.02692,0.41384,96964.3,3466.67,106.22,207.8,2.46801,7.3334,22.21753,0.454405,0.3415623,39.87,327.65,2.0314e-05,1.382,522.2478,0.266166
2025-01-03 04:00:00+00:00,1.013406,0.40427,96720.0,3455.42,105.47,207.69,2.44123,7.235,22.08536,0.445324,0.3386918,39.75,324.89,2.039e-05,1.3658,525.0923,0.26464
2025-01-03 05:00:00+00:00,1.019876,0.40112,96659.1,3452.42,105.05,208.71,2.42775,7.2278,22.03268,0.448717,0.338975,39.87,324.14,2.0388e-05,1.3655,526.5789,0.263851
2025-01-03 06:00:00+00:00,1.038231,0.40509,96500.0,3442.07,104.85,207.57,2.4439,7.254,21.96529,0.453816,0.3385,39.7,322.3,2.0346e-05,1.3707,527.5178,0.26309
2025-01-03 07:00:00+00:00,1.03443,0.40369,96257.0,3430.68,104.58,207.81,2.41325,7.2236,21.78811,0.449926,0.3366012,39.39,318.8,2.0125e-05,1.3618,530.8264,0.261352
2025-01-03 08:00:00+00:00,1.040233,0.40788,96075.1,3426.18,105.11,209.31,2.41107,7.3196,21.77363,0.444787,0.3372952,40.24,319.75,2.0203e-05,1.3685,526.7443,0.261554
2025-01-03 09:00:00+00:00,1.052,0.41439,96522.6,3440.62,105.86,210.98,2.41778,7.4892,22.16762,0.447739,0.3397985,40.57,324.36,2.0381e-05,1.3949,540.891,0.262524
2025-01-03 10:00:00+00:00,1.06,0.41636,96405.6,3443.67,106.06,210.96,2.40956,7.5701,22.26409,0.446577,0.3399811,40.86,324.28,2.038e-05,1.4043,541.6583,0.262087
2025-01-03 11:00:00+00:00,1.073904,0.42005,96715.2,3462.97,107.48,214.53,2.40819,7.694,22.64271,0.44588,0.3486133,41.27,329.31,2.0708e-05,1.4158,557.1,0.263115
2025-01-03 12:00:00+00:00,1.089013,0.41885,96600.1,3461.5,107.31,213.21,2.40296,7.7334,22.63709,0.439451,0.3509584,41.32,330.36,2.0668e-05,1.4182,545.8146,0.263413
2025-01-03 13:00:00+00:00,1.070749,0.413,96459.5,3479.2,107.71,212.76,2.40677,7.7232,22.44654,0.442791,0.3623804,40.99,334.51,2.0749e-05,1.43,543.5895,0.263951
2025-01-03 14:00:00+00:00,1.091753,0.41812,96956.5,3523.56,108.98,218.22,2.43345,7.8389,23.01871,0.445229,0.3624435,41.49,344.84,2.1071e-05,1.4254,556.3286,0.265837
2025-01-03 15:00:00+00:00,1.08485,0.42081,97479.7,3563.49,109.42,217.2,2.4449,7.8633,23.46145,0.443393,0.3660156,41.92,347.24,2.1226e-05,1.4305,566.3265,0.267647
2025-01-03 16:00:00+00:00,1.090205,0.42359,97753.4,3580.41,110.15,217.57,2.45767,7.8871,23.59274,0.44597,0.3721378,41.86,353.64,2.1477e-05,1.433,554.719,0.269036
2025-01-03 17:00:00+00:00,1.08252,0.41665,97969.7,3573.4,110.08,217.34,2.44066,7.7708,23.578,0.441944,0.3752207,41.81,348.71,2.1427e-05,1.422,552.5788,0.26767
2025-01-03 18:00:00+00:00,1.0806,0.42056,98493.0,3602.58,111.23,217.98,2.44896,7.7813,23.77038,0.446733,0.3792388,41.9,350.76,2.1541e-05,1.4348,555.1024,0.268952
2025-01-03 19:00:00+00:00,1.09591,0.41974,98550.0,3620.93,113.29,217.06,2.47224,7.7516,23.79164,0.454198,0.3793584,41.95,352.53,2.1496e-05,1.4276,555.995,0.270234
2025-01-03 20:00:00+00:00,1.115624,0.41414,98288.6,3602.99,114.06,216.0,2.44862,7.6751,23.55277,0.447956,0.3769872,41.45,349.65,2.1499e-05,1.438,557.7181,0.269637
2025-01-03 21:00:00+00:00,1.089099,0.41885,98227.2,3612.75,114.24,216.22,2.45155,7.7001,23.40032,0.447978,0.386408,41.74,351.27,2.1535e-05,1.4331,558.2217,0.269346
2025-01-03 22:00:00+00:00,1.098,0.41963,98264.8,3616.23,113.5,216.91,2.45966,7.7528,23.46632,0.450227,0.3831562,41.91,351.08,2.1538e-05,1.4376,554.022,0.27043
2025-01-03 23:00:00+00:00,1.088536,0.41893,98111.1,3607.57,112.67,217.7,2.45338,7.754,23.45668,0.448001,0.3796799,41.89,349.9,2.1582e-05,1.4345,551.3242,0.27008
2025-01-04 00:00:00+00:00,1.084119,0.41147,97911.1,3601.25,111.45,216.9,2.44267,7.6862,23.26824,0.452795,0.3799843,41.67,344.53,2.1411e-05,1.4276,549.2434,0.26865
2025-01-04 01:00:00+00:00,1.104619,0.42222,97980.5,3594.79,111.3,217.29,2.47224,7.7933,23.31295,0.472312,0.3804517,42.12,343.78,2.1351e-05,1.4418,551.4045,0.268396
2025-01-04 02:00:00+00:00,1.092433,0.42775,98230.9,3593.43,112.03,217.41,2.4828,7.7825,23.38522,0.474268,0.3826381,42.3,344.72,2.124e-05,1.4434,549.5597,0.268787
2025-01-04 03:00:00+00:00,1.091437,0.42311,98197.0,3596.08,112.07,216.83,2.46517,7.7652,23.17917,0.466138,0.3917087,41.86,341.94,2.1216e-05,1.4461,554.4684,0.2679
2025-01-04 04:00:00+00:00,1.087418,0.4175,97899.0,3589.75,111.43,216.8,2.44936,7.7606,23.14851,0.462062,0.3871967,41.78,340.67,2.1235e-05,1.4395,558.608,0.266799
2025-01-04 05:00:00+00:00,1.08456,0.41681,98091.0,3593.92,111.5,217.09,2.45401,7.758,23.16658,0.461881,0.3892062,41.9,340.94,2.1246e-05,1.4402,556.376,0.267455
2025-01-04 06:00:00+00:00,1.085337,0.4181,98085.6,3599.16,111.39,217.54,2.45545,7.7804,23.18192,0.466947,0.3878677,41.78,342.52,2.1251e-05,1.4551,564.2124,0.268268
2025-01-04 07:00:00+00:00,1.074308,0.41362,98175.0,3592.67,111.74,216.65,2.44678,7.7544,23.28574,0.458615,0.3877847,41.98,344.16,2.125e-05,1.4594,574.5225,0.268756
2025-01-04 08:00:00+00:00,1.062097,0.40731,97918.2,3583.93,110.74,215.68,2.43275,7.6752,23.00358,0.455133,0.3839072,41.52,339.88,2.0942e-05,1.435,562.0413,0.267455
2025-01-04 09:00:00+00:00,1.062275,0.40917,97644.1,3586.44,111.18,215.69,2.4444,7.6772,22.99058,0.460323,0.3882632,41.46,341.56,2.1002e-05,1.4323,562.7121,0.267542
2025-01-04 10:00:00+00:00,1.059894,0.40792,97738.7,3586.6,112.04,215.57,2.43847,7.6669,23.05054,0.460427,0.3891581,41.55,341.57,2.0973e-05,1.4315,562.0413,0.267473
2025-01-04 11:00:00+00:00,1.061319,0.40729,97838.8,3601.58,111.34,216.39,2.4398,7.6853,23.07463,0.457032,0.3915289,41.38,342.22,2.1065e-05,1.4326,566.9644,0.267963
2025-01-04 12:00:00+00:00,1.068888,0.41167,97844.6,3635.38,111.59,216.93,2.44875,7.7945,23.4928,0.455015,0.3890308,41.65,349.07,2.1187e-05,1.4441,576.9411,0.270737
2025-01-04 13:00:00+00:00,1.079909,0.41657,97998.4,3642.99,111.95,216.96,2.45495,7.8021,23.72859,0.458631,0.3936808,41.87,359.13,2.1195e-05,1.4444,578.1374,0.271159
2025-01-04 14:00:00+00:00,1.09,0.41939,98028.0,3635.57,112.27,215.88,2.45826,7.8496,23.70029,0.459126,0.392205,42.02,354.06,2.1186e-05,1.4447,575.7963,0.27234
2025-01-04 15:00:00+00:00,1.065568,0.41001,97666.0,3607.93,110.78,214.43,2.41201,7.6962,23.19216,0.447096,0.3796607,41.1,348.16,2.067e-05,1.408,559.8544,0.268981
2025-01-04 16:00:00+00:00,1.075963,0.41098,97680.0,3621.53,111.13,214.36,2.41996,7.7017,23.37233,0.449304,0.3817015,41.23,353.62,2.0768e-05,1.411,556.701,0.272847
2025-01-04 17:00:00+00:00,1.072073,0.41057,97997.1,3634.02,111.15,215.69,2.42693,7.7145,23.40379,0.449139,0.3843712,41.58,353.14,2.0867e-05,1.4156,560.3746,0.269915
2025-01-04 18:00:00+00:00,1.067391,0.41133,97941.1,3626.39,110.8,215.46,2.41955,7.6837,23.48596,0.450457,0.38242,41.62,354.32,2.0839e-05,1.4134,562.9992,0.2694
2025-01-04 19:00:00+00:00,1.072981,0.41178,98163.2,3630.98,111.03,215.59,2.423,7.6804,23.62709,0.450415,0.384,41.98,355.77,2.0981e-05,1.419,567.0228,0.269198
2025-01-04 20:00:00+00:00,1.077831,0.41274,98584.9,3659.93,111.07,216.42,2.43401,7.7027,23.73504,0.451614,0.3871019,42.44,355.45,2.121e-05,1.4218,566.9129,0.269791
2025-01-04 21:00:00+00:00,1.075326,0.40974,98336.1,3657.69,111.17,215.93,2.424,7.6658,23.74143,0.449766,0.3908333,42.81,354.5,2.1139e-05,1.4116,565.2957,0.269398
2025-01-04 22:00:00+00:00,1.074311,0.41105,98418.5,3661.75,111.12,217.13,2.42884,7.7017,23.76165,0.452779,0.3962224,42.8,353.77,2.1176e-05,1.4158,562.083,0.269931
2025-01-04 23:00:00+00:00,1.070401,0.40958,98208.9,3657.58,111.23,216.67,2.418,7.6733,23.59514,0.450205,0.3947334,42.65,351.67,2.1121e-05,1.4184,560.4669,0.269567
2025-01-05 00:00:00+00:00,1.063916,0.40618,98240.6,3650.01,110.9,217.25,2.40882,7.6672,23.48526,0.447984,0.3921558,42.53,349.29,2.1149e-05,1.4106,559.5334,0.26623
2025-01-05 01:00:00+00:00,1.060297,0.40493,98079.4,3635.98,110.8,215.71,2.3876,7.6167,23.2833,0.444647,0.3911416,41.98,344.77,2.1006e-05,1.4029,556.0852,0.26638
2025-01-05 02:00:00+00:00,1.061623,0.40623,98145.3,3640.72,111.2,217.0,2.39302,7.6329,23.36913,0.446266,0.3901016,42.03,348.19,2.1336e-05,1.4059,559.5007,0.26598
2025-01-05 03:00:00+00:00,1.05711,0.40698,98116.0,3636.0,111.72,217.81,2.39048,7.6085,23.32432,0.445795,0.3886372,42.25,347.64,2.1182e-05,1.4035,557.8852,0.265639
2025-01-05 04:00:00+00:00,1.069386,0.41174,98324.9,3643.08,112.46,218.0,2.40092,7.6663,23.692,0.448173,0.3913738,42.76,351.31,2.1224e-05,1.4182,559.6381,0.265899
2025-01-05 05:00:00+00:00,1.076494,0.40927,98355.1,3631.06,112.23,216.31,2.39469,7.6197,23.45124,0.445474,0.3894386,42.31,346.68,2.1062e-05,1.409,561.0478,0.265348
2025-01-05 06:00:00+00:00,1.09,0.41196,98430.9,3637.75,112.01,216.74,2.40678,7.6703,23.57889,0.448171,0.3900092,42.6,349.06,2.1059e-05,1.4191,563.8151,0.265505
2025-01-05 07:00:00+00:00,1.093033,0.40969,98311.6,3630.29,111.89,216.4,2.40018,7.6473,23.50378,0.445494,0.3895292,42.38,345.98,2.0949e-05,1.4378,556.0,0.265739
2025-01-05 08:00:00+00:00,1.084782,0.40738,97820.0,3618.57,110.99,215.05,2.38178,7.6021,23.28926,0.439482,0.3858189,41.94,345.11,2.0753e-05,1.4312,552.5282,0.264395
2025-01-05 09:00:00+00:00,1.079568,0.4014,97633.6,3607.45,110.79,213.05,2.34869,7.5461,23.099,0.434436,0.3827271,41.6,343.29,2.0608e-05,1.4308,548.6191,0.26341
2025-01-05 10:00:00+00:00,1.080087,0.40336,97695.4,3614.34,111.23,213.9,2.34152,7.5556,23.17075,0.436522,0.3833635,41.62,345.07,2.0681e-05,1.4274,550.7204,0.262838
2025-01-05 11:00:00+00:00,1.073723,0.39881,97600.6,3611.95,111.62,213.76,2.35272,7.544,23.08298,0.438327,0.3822758,41.76,344.62,2.0697e-05,1.4314,555.6564,0.262982
2025-01-05 12:00:00+00:00,1.078751,0.40254,97778.0,3612.97,112.25,213.8,2.35885,7.5687,23.20412,0.437474,0.3811494,41.72,345.02,2.0633e-05,1.4354,553.7551,0.263228
2025-01-05 13:00:00+00:00,1.091987,0.40275,97683.4,3613.01,111.9,212.52,2.36663,7.5488,23.07435,0.438976,0.3789999,41.61,342.96,2.062e-05,1.4427,555.1424,0.263
2025-01-05 14:00:00+00:00,1.095375,0.40627,97843.7,3621.7,112.18,213.33,2.37509,7.5643,23.20499,0.44119,0.3817528,41.79,343.51,2.0614e-05,1.4426,562.4118,0.262875
2025-01-05 15:00:00+00:00,1.089639,0.40645,97993.7,3630.01,112.26,213.55,2.367,7.5679,23.29623,0.437485,0.383411,41.77,342.5,2.0645e-05,1.443,562.6545,0.262942
2025-01-05 16:00:00+00:00,1.081588,0.40521,98013.9,3627.08,112.4,212.35,2.36631,7.5622,23.30482,0.436702,0.3825763,41.81,343.75,2.057e-05,1.4329,558.3665,0.261932
2025-01-05 17:00:00+00:00,1.087452,0.40532,97700.7,3625.97,112.0,212.48,2.37895,7.5733,23.23961,0.436446,0.3807405,41.82,340.72,2.039e-05,1.4319,555.6229,0.261864
2025-01-05 18:00:00+00:00,1.092479,0.40782,97889.9,3629.8,112.44,212.2,2.40248,7.6216,23.43044,0.440553,0.3819557,42.28,342.09,2.0529e-05,1.4408,555.8581,0.262112
2025-01-05 19:00:00+00:00,1.091455,0.40287,98000.0,3635.95,112.56,212.76,2.38281,7.6013,23.34029,0.438314,0.3818226,42.36,341.77,2.053e-05,1.4382,559.0,0.262229
2025-01-05 20:00:00+00:00,1.088161,0.40637,98234.0,3633.59,112.95,212.96,2.39584,7.5868,23.30914,0.438569,0.3810248,42.31,340.77,2.056e-05,1.434,557.6399,0.262474
2025-01-05 21:00:00+00:00,1.087101,0.40838,98454.9,3646.35,114.38,213.82,2.39147,7.6452,23.50904,0.439682,0.3821438,42.7,341.64,2.0695e-05,1.4352,563.4571,0.26244
2025-01-05 22:00:00+00:00,1.096381,0.40924,98662.0,3644.91,115.92,214.21,2.40289,7.686,23.58505,0.4416,0.3835202,43.06,342.72,2.0753e-05,1.4413,570.42,0.262643
2025-01-05 23:00:00+00:00,1.091302,0.40461,98306.2,3635.44,115.6,213.35,2.39897,7.6706,23.57678,0.440596,0.3820175,43.09,341.45,2.0714e-05,1.4459,562.5828,0.262549
2025-01-06 00:00:00+00:00,1.076504,0.40048,98223.8,3621.02,114.98,212.17,2.38878,7.5876,23.17869,0.435177,0.3789882,42.21,337.49,2.0415e-05,1.4354,553.4593,0.260479
2025-01-06 01:00:00+00:00,1.094427,0.40869,98703.2,3647.52,116.03,214.62,2.41739,7.7052,23.57774,0.44834,0.3829089,42.99,341.17,2.0655e-05,1.4584,559.9184,0.261676
2025-01-06 02:00:00+00:00,1.084216,0.40731,98779.8,3656.96,115.85,215.57,2.40483,7.7407,23.67426,0.445715,0.3852343,42.85,343.18,2.0825e-05,1.4529,567.416,0.263344
2025-01-06 03:00:00+00:00,1.089549,0.40821,98981.9,3663.18,115.45,215.54,2.41211,7.806,24.01618,0.447861,0.3856562,43.62,346.08,2.0845e-05,1.458,566.0312,0.26363
2025-01-06 04:00:00+00:00,1.090235,0.408,99403.4,3671.78,115.33,215.86,2.41701,7.8054,23.9828,0.449758,0.3876354,43.74,346.81,2.085e-05,1.4591,564.0647,0.264354
2025-01-06 05:00:00+00:00,1.08635,0.40606,99569.9,3678.12,114.73,215.57,2.40433,7.7857,23.90472,0.445822,0.386399,43.71,346.78,2.0938e-05,1.4579,555.5577,0.26535
2025-01-06 06:00:00+00:00,1.081,0.40501,99459.0,3666.63,114.26,214.86,2.41131,7.7345,23.70482,0.449999,0.3839255,43.55,342.77,2.079e-05,1.458,555.1141,0.264448
2025-01-06 07:00:00+00:00,1.076537,0.406,99301.5,3649.15,113.53,215.17,2.39227,7.7003,23.51734,0.444885,0.3829247,43.22,340.29,2.0615e-05,1.4566,556.6533,0.263555
2025-01-06 08:00:00+00:00,1.076574,0.40358,99049.9,3639.99,112.97,213.94,2.37846,7.664,23.41687,0.442251,0.3825436,43.71,338.01,2.0468e-05,1.453,552.6748,0.263018
2025-01-06 09:00:00+00:00,1.078444,0.40373,98963.6,3643.31,112.9,214.28,2.38296,7.6494,23.41935,0.443133,0.3851425,43.81,338.59,2.0528e-05,1.4575,549.7034,0.262798
2025-01-06 10:00:00+00:00,1.077289,0.40929,98714.1,3636.67,113.23,214.95,2.38592,7.6328,23.449,0.449834,0.3851386,43.99,338.41,2.0542e-05,1.4637,544.8433,0.263065
2025-01-06 11:00:00+00:00,1.083637,0.41332,99200.0,3652.8,113.64,215.99,2.39457,7.6987,23.81484,0.451907,0.3866924,44.22,342.98,2.073e-05,1.4796,548.2124,0.263595
2025-01-06 12:00:00+00:00,1.077561,0.408,99130.8,3640.82,112.36,216.81,2.39101,7.6548,23.87907,0.450134,0.3848395,44.16,342.46,2.0663e-05,1.467,544.7351,0.26493
2025-01-06 13:00:00+00:00,1.076825,0.40904,99482.5,3649.77,112.76,218.67,2.39695,7.706,23.95,0.45089,0.3860377,44.05,343.55,2.0807e-05,1.4636,555.2604,0.266338
2025-01-06 14:00:00+00:00,1.090195,0.41899,100686.7,3685.15,113.81,220.97,2.4291,7.7592,24.09211,0.458469,0.3905116,44.28,344.84,2.0991e-05,1.4673,563.3832,0.266266
2025-01-06 15:00:00+00:00,1.095198,0.4199,102129.9,3713.12,114.37,221.51,2.43686,7.8778,24.35067,0.458001,0.3892873,44.76,348.13,2.1152e-05,1.4671,571.3859,0.26752
2025-01-06 16:00:00+00:00,1.105163,0.43056,102170.1,3711.13,116.09,220.88,2.4446,7.8625,24.39927,0.459531,0.3899837,44.72,349.65,2.1127e-05,1.47,577.4616,0.26881
