batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.016134539619088173,0.060565829277038574,0.03997092321515083,0.18686199188232422,0.008625398389995098,0.06665697693824768,7.7279791831970215
2,0.024752942845225334,0.0437571257352829,0.04531995952129364,0.2089814692735672,0.011288927868008614,0.048566631972789764,4.302143573760986
3,0.03981105983257294,0.04534629359841347,0.0873379111289978,0.29312655329704285,0.01694975234568119,0.0376339890062809,2.220325469970703
4,0.01861388236284256,0.07245907187461853,0.03863789513707161,0.1859150379896164,0.01062797475606203,0.06615206599235535,6.22432804107666
5,0.03963322192430496,0.055080100893974304,0.06727394461631775,0.25129666924476624,0.020673446357250214,0.06752819567918777,3.266420364379883
6,0.04327552020549774,0.06773689389228821,0.06465962529182434,0.25023141503334045,0.02244696207344532,0.045222602784633636,2.014641523361206
7,0.024295754730701447,0.03784855827689171,0.05628097057342529,0.23374724388122559,0.013265298679471016,0.03624493628740311,2.7323100566864014
8,0.052947185933589935,0.0315864272415638,0.004385864827781916,0.05128250643610954,0.021072646602988243,0.028529539704322815,1.353865385055542
9,0.026037586852908134,0.06364849954843521,0.05325062945485115,0.22194688022136688,0.014934089034795761,0.07013868540525436,4.6965460777282715
10,0.0328831747174263,0.0309488195925951,0.01912085898220539,0.13212747871875763,0.00753250066190958,0.040347158908843994,5.35640287399292
