batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.024540310725569725,0.011806896887719631,0.0014417110942304134,0.03448306396603584,0.016098983585834503,0.007439240347594023,0.4620935320854187
2,0.04845298454165459,0.03313346952199936,0.01663784869015217,0.1263567954301834,0.02051638811826706,0.018675321713089943,0.910263180732727
3,0.04557909443974495,0.030413536354899406,0.01549468282610178,0.12213895469903946,0.020522937178611755,0.014798091724514961,0.721051037311554
4,0.03691442683339119,0.028195228427648544,0.0248633474111557,0.15629328787326813,0.021805617958307266,0.013907214626669884,0.6377809643745422
5,0.04449613764882088,0.05039835348725319,0.012554186396300793,0.11156614869832993,0.011537601239979267,0.010120381601154804,0.877164363861084
6,0.045224498957395554,0.03285609185695648,0.003936063498258591,0.057502731680870056,0.02639971673488617,0.015478605404496193,0.5863168835639954
7,0.0546184778213501,0.02671310119330883,0.0021835551597177982,0.038705747574567795,0.024233553558588028,0.018546177074313164,0.7653095722198486
8,0.07350441068410873,0.02879447489976883,0.02290940098464489,0.14343391358852386,0.025542430579662323,0.012202885001897812,0.47774937748908997
9,0.04855947941541672,0.014264337718486786,0.0038948890287429094,0.049657005816698074,0.020195728167891502,0.00871201977133751,0.43137913942337036
10,0.027723440900444984,0.025543855503201485,0.0037903774064034224,0.051506828516721725,0.0174143984913826,0.010974039323627949,0.6301701068878174
