,Step,Loss,Type
0,0,0.8956877589225769,Train
1,10,1.0275242328643799,Train
2,20,1.0520527362823486,Train
3,30,1.0677154064178467,Train
4,40,0.8241833448410034,Train
5,50,1.0961579084396362,Train
6,60,0.8632640838623047,Train
7,70,0.9317917823791504,Train
8,80,1.0836749076843262,Train
9,90,0.8785690069198608,Train
10,100,1.1086020469665527,Train
11,110,1.054655909538269,Train
12,120,1.0209031105041504,Train
13,130,0.909052312374115,Train
14,140,0.957335352897644,Train
15,150,1.0256409645080566,Train
16,160,1.071964979171753,Train
17,170,1.1172513961791992,Train
18,180,0.7238678932189941,Train
19,190,0.9806346893310547,Train
20,200,1.0409566164016724,Train
21,210,0.7338765859603882,Train
22,220,0.887823760509491,Train
23,230,0.9465896487236023,Train
24,240,0.8910039663314819,Train
25,250,0.7950171232223511,Train
26,260,0.7165688276290894,Train
27,270,0.7932920455932617,Train
28,280,0.5727830529212952,Train
29,290,0.8120285272598267,Train
30,300,0.5938543677330017,Train
31,310,0.576113760471344,Train
32,320,0.7242002487182617,Train
33,330,0.8010541796684265,Train
34,340,0.5664190649986267,Train
35,350,0.3236710727214813,Train
36,360,0.5328640937805176,Train
37,370,0.36132150888442993,Train
38,380,0.4347938299179077,Train
39,390,0.3407438397407532,Train
40,400,0.14608685672283173,Train
41,410,0.16772517561912537,Train
42,420,0.16252757608890533,Train
43,430,0.43976497650146484,Train
44,440,0.3016294240951538,Train
45,450,0.5009462237358093,Train
46,460,0.22648289799690247,Train
47,470,0.30663034319877625,Train
48,480,0.22559040784835815,Train
49,490,0.2671676576137543,Train
50,500,0.3377286195755005,Train
51,510,0.17375998198986053,Train
52,520,0.13317237794399261,Train
53,530,0.16251999139785767,Train
54,540,0.23722104728221893,Train
55,550,0.21228626370429993,Train
56,560,0.18119804561138153,Train
57,570,0.17746961116790771,Train
58,580,0.1474529355764389,Train
59,590,0.22058025002479553,Train
60,600,0.09203967452049255,Train
61,610,0.16790704429149628,Train
62,620,0.1440013349056244,Train
63,630,0.12482289969921112,Train
64,640,0.04183168336749077,Train
65,650,0.13148194551467896,Train
66,660,0.03080040216445923,Train
67,670,0.14687593281269073,Train
68,680,0.027765002101659775,Train
69,690,0.048946037888526917,Train
70,700,0.08361010998487473,Train
71,710,0.07060940563678741,Train
72,720,0.1420377939939499,Train
73,730,0.06042173504829407,Train
74,740,0.028739651665091515,Train
75,750,0.0984191745519638,Train
76,760,0.05607060715556145,Train
77,770,0.049315303564071655,Train
78,780,0.04350155591964722,Train
79,790,0.0517541840672493,Train
80,800,0.0917721539735794,Train
81,810,0.10496481508016586,Train
82,820,0.05426524206995964,Train
83,830,0.024933746084570885,Train
84,840,0.0506049320101738,Train
85,850,0.0379902720451355,Train
86,860,0.09132836759090424,Train
87,870,0.03218971565365791,Train
88,880,0.018459025770425797,Train
89,890,0.016759011894464493,Train
90,900,0.04120193421840668,Train
91,910,0.04818325489759445,Train
92,920,0.05368989333510399,Train
93,930,0.03327068313956261,Train
94,940,0.06538847088813782,Train
95,950,0.053771838545799255,Train
96,960,0.05332472547888756,Train
97,970,0.06569095700979233,Train
98,980,0.03975633159279823,Train
99,990,0.008429795503616333,Train
100,1000,0.04007502645254135,Train
101,1010,0.00853759702295065,Train
102,1020,0.03303132578730583,Train
103,1030,0.03519217297434807,Train
104,1040,0.037510477006435394,Train
105,1050,0.01148846186697483,Train
106,1060,0.00922644603997469,Train
107,1070,0.03723932057619095,Train
108,1080,0.03824332356452942,Train
109,1090,0.027275865897536278,Train
110,1100,0.020699260756373405,Train
111,1110,0.012706524692475796,Train
112,1120,0.037694573402404785,Train
113,1130,0.0434887558221817,Train
114,1140,0.018929926678538322,Train
115,1150,0.013503842055797577,Train
116,1160,0.034312255680561066,Train
117,1170,0.017472190782427788,Train
118,1180,0.02391640841960907,Train
119,1190,0.018424496054649353,Train
120,1200,0.037281185388565063,Train
121,1210,0.020122135058045387,Train
122,1220,0.01653529331088066,Train
123,1230,0.032387133687734604,Train
124,1240,0.020970582962036133,Train
125,1250,0.016113443300127983,Train
126,1260,0.012842996045947075,Train
127,1270,0.04365287721157074,Train
128,1280,0.027827909216284752,Train
129,1290,0.011194854974746704,Train
130,1300,0.027242068201303482,Train
131,1310,0.012094534933567047,Train
132,1320,0.027701502665877342,Train
133,1330,0.01364394836127758,Train
134,1340,0.012565948069095612,Train
135,1350,0.02773980051279068,Train
136,1360,0.014138035476207733,Train
137,1370,0.012166598811745644,Train
138,1380,0.012844684533774853,Train
139,1390,0.013185964897274971,Train
140,1400,0.009680578485131264,Train
141,1410,0.03406601399183273,Train
142,1420,0.012073802761733532,Train
143,1430,0.0186142735183239,Train
144,1440,0.01243501715362072,Train
145,1450,0.02230845019221306,Train
146,1460,0.017598304897546768,Train
147,1470,0.018941257148981094,Train
148,1480,0.025974970310926437,Train
149,1490,0.013836021535098553,Train
150,1500,0.023601528257131577,Train
151,1510,0.009062068536877632,Train
152,1520,0.02438337728381157,Train
153,1530,0.008894354104995728,Train
154,1540,0.010721143335103989,Train
155,1550,0.011348705738782883,Train
156,1560,0.012259144335985184,Train
157,1570,0.005832837428897619,Train
158,1580,0.01347934827208519,Train
159,1590,0.008033541962504387,Train
160,1600,0.011750533245503902,Train
161,1610,0.010239427909255028,Train
162,1620,0.008349090814590454,Train
163,1630,0.012149582616984844,Train
164,1640,0.011196854524314404,Train
165,1650,0.015432844869792461,Train
166,1660,0.009103420190513134,Train
167,1670,0.013715988025069237,Train
168,1680,0.015457484871149063,Train
169,1690,0.007614100351929665,Train
170,1700,0.009981667622923851,Train
171,1710,0.018570242449641228,Train
172,1720,0.015617067925632,Train
173,1730,0.011375456117093563,Train
174,1740,0.011969160288572311,Train
175,1750,0.011101539246737957,Train
176,1760,0.010084937326610088,Train
177,1770,0.02868621051311493,Train
178,1780,0.005656236317008734,Train
179,1790,0.007734430488198996,Train
180,1800,0.007115840446203947,Train
181,1810,0.03018878772854805,Train
182,1820,0.008531363680958748,Train
183,1830,0.007092365529388189,Train
184,1840,0.004569647833704948,Train
185,1850,0.00847993791103363,Train
186,1860,0.004869616590440273,Train
187,1870,0.016325099393725395,Train
188,1880,0.017036762088537216,Train
189,1890,0.008803017437458038,Train
190,1900,0.006445347797125578,Train
191,1910,0.009022876620292664,Train
192,1920,0.01331106387078762,Train
193,1930,0.007317439652979374,Train
194,1940,0.009347282350063324,Train
195,1950,0.005428298842161894,Train
196,1960,0.005039915908128023,Train
197,1970,0.01275930367410183,Train
198,1980,0.008619196712970734,Train
199,1990,0.022544747218489647,Train
200,2000,0.006578925997018814,Train
201,2010,0.004199134185910225,Train
202,2020,0.004917760845273733,Train
203,2030,0.00830020196735859,Train
204,2040,0.004671862814575434,Train
205,2050,0.006176743656396866,Train
206,2060,0.011189034208655357,Train
207,2070,0.00878814421594143,Train
208,2080,0.010233530774712563,Train
209,2090,0.005026319529861212,Train
210,2100,0.008726004511117935,Train
211,2110,0.006388350389897823,Train
212,2120,0.010308632627129555,Train
213,2130,0.012723851017653942,Train
214,2140,0.006243131123483181,Train
215,2150,0.010030312463641167,Train
216,2160,0.011525685898959637,Train
217,2170,0.006515332963317633,Train
218,2180,0.008513727225363255,Train
219,2190,0.008374485187232494,Train
220,2200,0.005268359091132879,Train
221,2210,0.024084273725748062,Train
222,2220,0.006286516785621643,Train
223,2230,0.008826188743114471,Train
224,2240,0.007189174182713032,Train
225,2250,0.007666260935366154,Train
226,2260,0.006294336169958115,Train
227,2270,0.005000681150704622,Train
228,2280,0.009405185468494892,Train
229,2290,0.0070338137447834015,Train
230,2300,0.010242102667689323,Train
231,2310,0.009676329791545868,Train
232,2320,0.00887526199221611,Train
233,2330,0.015006517991423607,Train
234,2340,0.006451794877648354,Train
235,2350,0.009515415877103806,Train
236,2360,0.007477949373424053,Train
237,2370,0.0062723285518586636,Train
238,2380,0.004972422495484352,Train
239,2390,0.012764891609549522,Train
240,2400,0.00461812037974596,Train
241,2410,0.01320277526974678,Train
242,2420,0.0053807469084858894,Train
243,2430,0.004533065017312765,Train
244,2440,0.010629184544086456,Train
245,2450,0.006620611064136028,Train
246,2460,0.010936948470771313,Train
247,2470,0.004951928276568651,Train
248,2480,0.01020308118313551,Train
249,2490,0.005592468194663525,Train
250,2500,0.006661118473857641,Train
251,2510,0.0057588196359574795,Train
252,2520,0.007962532341480255,Train
253,2530,0.007050255313515663,Train
254,2540,0.0041910624131560326,Train
255,2550,0.0043218694627285,Train
256,2560,0.0071999747306108475,Train
257,2570,0.00510760024189949,Train
258,2580,0.004395743366330862,Train
259,2590,0.021955251693725586,Train
260,2600,0.004225005395710468,Train
261,2610,0.004866458009928465,Train
262,2620,0.006195599213242531,Train
263,2630,0.011821700260043144,Train
264,2640,0.010746544227004051,Train
265,2650,0.010057338513433933,Train
266,2660,0.004243393428623676,Train
267,2670,0.010146187618374825,Train
268,2680,0.005991598125547171,Train
269,2690,0.004412131384015083,Train
270,2700,0.004190546460449696,Train
271,2710,0.003971417900174856,Train
272,2720,0.013139892369508743,Train
273,2730,0.008611158467829227,Train
274,2740,0.005980111658573151,Train
275,2750,0.006539785768836737,Train
276,2760,0.005280002020299435,Train
277,2770,0.005162672605365515,Train
278,2780,0.006895280443131924,Train
279,2790,0.005341318901628256,Train
280,2800,0.005111335311084986,Train
281,2810,0.0052236998453736305,Train
282,2820,0.004157900810241699,Train
283,2830,0.00699807470664382,Train
284,2840,0.006277633365243673,Train
285,2850,0.0038274088874459267,Train
286,2860,0.004760812036693096,Train
287,2870,0.009981386363506317,Train
288,2880,0.017086386680603027,Train
289,2890,0.006335637532174587,Train
290,2900,0.010879765264689922,Train
291,2910,0.01225191354751587,Train
292,2920,0.01072630099952221,Train
293,2930,0.005026435479521751,Train
294,2940,0.006517880596220493,Train
295,2950,0.012522856704890728,Train
296,2960,0.004720304161310196,Train
297,2970,0.004240397363901138,Train
298,2980,0.005755082704126835,Train
299,2990,0.010294182226061821,Train
300,3000,0.00647781603038311,Train
301,3010,0.003661802038550377,Train
302,3020,0.005016484763473272,Train
303,3030,0.0075642941519618034,Train
304,3040,0.004867623560130596,Train
305,3050,0.008169232867658138,Train
306,3060,0.008032231591641903,Train
307,3070,0.006411620881408453,Train
308,3080,0.00558128347620368,Train
309,3090,0.006921242922544479,Train
310,3100,0.004727805964648724,Train
311,3110,0.0060576703399419785,Train
312,3120,0.007836285047233105,Train
313,3130,0.004377765115350485,Train
314,3140,0.007984299212694168,Train
315,3150,0.008223515003919601,Train
316,3160,0.005315100308507681,Train
317,3170,0.010178258642554283,Train
318,3180,0.005491148680448532,Train
319,3190,0.005030386615544558,Train
320,3200,0.003710679244250059,Train
321,3210,0.006171229295432568,Train
322,3220,0.006562112830579281,Train
323,3230,0.003468448296189308,Train
324,3240,0.006706045940518379,Train
325,3250,0.005918450653553009,Train
326,3260,0.007488222327083349,Train
327,3270,0.004969934932887554,Train
328,3280,0.007832256145775318,Train
329,3290,0.004936350509524345,Train
330,3300,0.00932663306593895,Train
331,3310,0.003422144567593932,Train
332,3320,0.004702226724475622,Train
333,3330,0.004295595455914736,Train
334,3340,0.0034663144033402205,Train
335,3350,0.005003908649086952,Train
336,3360,0.005800246261060238,Train
337,3370,0.007442997302860022,Train
338,3380,0.005219455808401108,Train
339,3390,0.009068812243640423,Train
340,3400,0.0030836034566164017,Train
341,3410,0.010021312162280083,Train
342,3420,0.004789640195667744,Train
343,3430,0.00441674655303359,Train
344,3440,0.003884154837578535,Train
345,3450,0.0033257852774113417,Train
346,3460,0.00492897629737854,Train
347,3470,0.004724582191556692,Train
348,3480,0.0063894446939229965,Train
349,3490,0.0043803113512694836,Train
350,3500,0.009316904470324516,Train
351,3510,0.014523809775710106,Train
352,3520,0.005264617502689362,Train
353,3530,0.00441534211859107,Train
354,3540,0.006374098360538483,Train
355,3550,0.00787377916276455,Train
356,3560,0.015176065266132355,Train
357,3570,0.006211939733475447,Train
358,3580,0.0048151686787605286,Train
359,3590,0.005383741110563278,Train
360,3600,0.004174358211457729,Train
361,3610,0.004300758242607117,Train
362,3620,0.00577242998406291,Train
363,3630,0.00794177781790495,Train
364,3640,0.0036526478361338377,Train
365,3650,0.004884983412921429,Train
366,3660,0.00833180919289589,Train
367,3670,0.005762496963143349,Train
368,3680,0.004375144839286804,Train
369,3690,0.0077299936674535275,Train
370,3700,0.004250389523804188,Train
371,3710,0.0028729212936013937,Train
372,3720,0.004564809612929821,Train
373,3730,0.00620573665946722,Train
374,3740,0.0064963605254888535,Train
375,3750,0.0032540911342948675,Train
376,3760,0.00500075425952673,Train
377,3770,0.007404274772852659,Train
378,3780,0.0037265410646796227,Train
379,3790,0.007007305976003408,Train
380,3800,0.0064890021458268166,Train
381,3810,0.004288921132683754,Train
382,3820,0.004278367850929499,Train
383,3830,0.009660906158387661,Train
384,3840,0.007311942987143993,Train
385,3850,0.0062429048120975494,Train
386,3860,0.004181567579507828,Train
387,3870,0.0048348139971494675,Train
388,3880,0.004886993672698736,Train
389,3890,0.005703294649720192,Train
390,3900,0.00517998356372118,Train
391,3910,0.005736112594604492,Train
392,3920,0.0058089750818908215,Train
393,3930,0.006049196235835552,Train
394,3940,0.004353673197329044,Train
395,3950,0.005541756749153137,Train
396,3960,0.004238327965140343,Train
397,3970,0.0035319894086569548,Train
398,3980,0.008336776867508888,Train
399,3990,0.0037851971574127674,Train
400,4000,0.004209058824926615,Train
401,0,1.1761300017166396,Validation
402,100,1.181100048934636,Validation
403,200,1.0846902380656938,Validation
404,300,0.7390428277785364,Validation
405,400,0.4290187991497552,Validation
406,500,0.27376311894825095,Validation
407,600,0.20164375627728473,Validation
408,700,0.19109178141376976,Validation
409,800,0.2185221116498882,Validation
410,900,0.23693053975559608,Validation
411,1000,0.24784858405347104,Validation
412,1100,0.2597573803150621,Validation
413,1200,0.26703834931528114,Validation
414,1300,0.31147257239765325,Validation
415,1400,0.281747542190082,Validation
416,1500,0.2663266312864953,Validation
417,1600,0.19798871146960426,Validation
418,1700,0.15927679617332458,Validation
419,1800,0.1556946477250439,Validation
420,1900,0.1332587865434344,Validation
421,2000,0.08736141799169633,Validation
422,2100,0.08737540469029108,Validation
423,2200,0.06517166021259745,Validation
424,2300,0.07965882668150184,Validation
425,2400,0.063566302518745,Validation
426,2500,0.04060865112620851,Validation
427,2600,0.06037108359210517,Validation
428,2700,0.050261323059321905,Validation
429,2800,0.060043942522379046,Validation
430,2900,0.0550095046232657,Validation
431,3000,0.05047082632739583,Validation
432,3100,0.05286627827698122,Validation
433,3200,0.06433744881676672,Validation
434,3300,0.05414270516231899,Validation
435,3400,0.04694190540391466,Validation
436,3500,0.05932470056248586,Validation
437,3600,0.06055911790842757,Validation
438,3700,0.04268023633124793,Validation
439,3800,0.04712833872611594,Validation
440,3900,0.04397702657961813,Validation
441,4000,0.05059300849477396,Validation
