batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.10197663307189941,0.07241653650999069,0.0033347439020872116,0.05117065832018852,0.024855267256498337,0.028353890404105186,1.1407593488693237
2,0.04918592423200607,0.0337798036634922,0.04733186960220337,0.21053294837474823,0.013075517490506172,0.023897875100374222,1.8276796340942383
3,0.03128080070018768,0.04033689200878143,0.0073668621480464935,0.07073066383600235,0.018127726390957832,0.014827650971710682,0.8179538249969482
4,0.012247501872479916,0.04595159366726875,0.058489006012678146,0.2367059588432312,0.009142388589680195,0.023487361147999763,2.569058895111084
5,0.013558754697442055,0.046371541917324066,0.04173780605196953,0.19866108894348145,0.009436892345547676,0.020435871556401253,2.16552734375
6,0.013723804615437984,0.051111552864313126,0.04877743124961853,0.21446824073791504,0.007826989516615868,0.019419901072978973,2.481142520904541
7,0.020162634551525116,0.04259692132472992,0.06230346858501434,0.2441723793745041,0.010451260022819042,0.02292596735060215,2.193605899810791
8,0.02448437176644802,0.04726744070649147,0.0281895250082016,0.16414259374141693,0.015058444812893867,0.021223239600658417,1.4093902111053467
9,0.029370835050940514,0.045473743230104446,0.027442902326583862,0.1570403128862381,0.020490221679210663,0.014136625453829765,0.6899202466011047
10,0.019365737214684486,0.04163246974349022,0.052778031677007675,0.22592805325984955,0.010542872361838818,0.017910771071910858,1.6988495588302612
