batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.023531826213002205,0.024577364325523376,0.027130434289574623,0.16344134509563446,0.010785017162561417,0.023237938061356544,2.1546480655670166
2,0.023856814950704575,0.02378932386636734,0.019063569605350494,0.13613544404506683,0.013422362506389618,0.0250884760171175,1.869153618812561
3,0.011170226149260998,0.02848176285624504,0.027531316503882408,0.16309036314487457,0.009901539422571659,0.02528153359889984,2.553290605545044
4,0.03441830351948738,0.03251650556921959,0.009508668445050716,0.09196647256612778,0.019927408546209335,0.030384520068764687,1.5247595310211182
5,0.04852277785539627,0.032037846744060516,0.014202378690242767,0.09793481975793839,0.014462927356362343,0.03169258311390877,2.191296339035034
6,0.022829562425613403,0.02518700435757637,0.0014474826166406274,0.03268729895353317,0.01270249579101801,0.027075814083218575,2.131533145904541
7,0.03861811012029648,0.02717248536646366,0.0074394941329956055,0.07874378561973572,0.015922293066978455,0.025921117514371872,1.6279754638671875
8,0.02330937422811985,0.022865453734993935,0.0011482470436021686,0.025906629860401154,0.01018947921693325,0.02468310482800007,2.42240834236145
9,0.021102791652083397,0.022797374054789543,0.0008117041434161365,0.022054137662053108,0.010163304395973682,0.025397147983312607,2.49890398979187
10,0.026082266122102737,0.02492699585855007,0.027962690219283104,0.16543076932430267,0.012034965679049492,0.018168987706303596,1.509682059288025
