batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.02316730096936226,0.057652972638607025,0.06687916070222855,0.24871762096881866,0.013887014240026474,0.035184431821107864,2.5336191654205322
2,0.034864846616983414,0.06943365186452866,0.013886715285480022,0.10638582706451416,0.01060832105576992,0.033707767724990845,3.177480697631836
3,0.06608067452907562,0.021024497225880623,0.017659233883023262,0.1211082711815834,0.026687663048505783,0.008670360781252384,0.3248826265335083
4,0.026399200782179832,0.050165217369794846,0.011905555613338947,0.09737298637628555,0.012525802478194237,0.03033260628581047,2.421607732772827
5,0.029146699234843254,0.07183121144771576,0.0317368358373642,0.16445983946323395,0.01924680545926094,0.03881584852933884,2.0167415142059326
6,0.0381590761244297,0.05581049993634224,0.08049017190933228,0.27216169238090515,0.01024184562265873,0.03497399389743805,3.4148101806640625
7,0.038066014647483826,0.04686032235622406,0.010728433728218079,0.08265212923288345,0.010202579200267792,0.028829030692577362,2.8256583213806152
8,0.11932431161403656,0.05772034451365471,0.05260925367474556,0.19504733383655548,0.028991270810365677,0.03631476312875748,1.2526098489761353
9,0.04558234289288521,0.05970606952905655,0.051852788776159286,0.2235649973154068,0.019502030685544014,0.03320882096886635,1.7028383016586304
10,0.060580775141716,0.044452618807554245,0.008080669678747654,0.07697693258523941,0.02206084504723549,0.028628038242459297,1.297684907913208
