batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.08995034545660019,0.03484620153903961,0.05059121921658516,0.21750132739543915,0.036608826369047165,0.012445574626326561,0.3399609327316284
2,0.03585595637559891,0.027306491509079933,0.03622700646519661,0.1884896159172058,0.014822856523096561,0.014696198515594006,0.991454541683197
3,0.03145414963364601,0.0458252914249897,0.028502976521849632,0.167464017868042,0.013461635448038578,0.01603962853550911,1.191505789756775
4,0.024984631687402725,0.020644625648856163,0.008430837653577328,0.08887778967618942,0.014999550767242908,0.00809046532958746,0.5393801331520081
5,0.035214055329561234,0.018552038818597794,0.015248078852891922,0.11709249764680862,0.016203708946704865,0.012183593586087227,0.7519010901451111
6,0.02098708041012287,0.018175221979618073,0.04062934219837189,0.1994752734899521,0.012813754379749298,0.014507708139717579,1.1321971416473389
7,0.057824987918138504,0.02388114482164383,0.00756748067215085,0.07788888365030289,0.023781999945640564,0.01694251224398613,0.7124087810516357
8,0.053975339978933334,0.03279861435294151,0.028904283419251442,0.1676439791917801,0.016792695969343185,0.01289035938680172,0.7676166296005249
9,0.045080382376909256,0.023051543161273003,0.03681020811200142,0.18989503383636475,0.020398596301674843,0.014386135153472424,0.7052509188652039
10,0.01606861688196659,0.01448635570704937,0.0363793782889843,0.1901797205209732,0.010549415834248066,0.012071003206074238,1.1442331075668335
