,Step,Loss,Type
0,0,1.0370370149612427,Train
1,10,0.8183971643447876,Train
2,20,1.2783167362213135,Train
3,30,0.839174747467041,Train
4,40,1.2467387914657593,Train
5,50,1.1058205366134644,Train
6,60,1.266538143157959,Train
7,70,0.8986775279045105,Train
8,80,0.7801486253738403,Train
9,90,0.8442346453666687,Train
10,100,1.0377094745635986,Train
11,110,1.1709036827087402,Train
12,120,0.6976279616355896,Train
13,130,0.6507694125175476,Train
14,140,0.7631677389144897,Train
15,150,0.9682954549789429,Train
16,160,0.7543402910232544,Train
17,170,0.8537380695343018,Train
18,180,0.6973038911819458,Train
19,190,0.846467912197113,Train
20,200,0.8061165809631348,Train
21,210,0.8695310354232788,Train
22,220,0.5664069056510925,Train
23,230,0.8338285684585571,Train
24,240,0.6197430491447449,Train
25,250,0.4414933919906616,Train
26,260,0.3716602325439453,Train
27,270,0.4642884135246277,Train
28,280,0.18205738067626953,Train
29,290,0.1001112088561058,Train
30,300,0.08553396165370941,Train
31,310,0.15479643642902374,Train
32,320,0.09202500432729721,Train
33,330,0.09703634679317474,Train
34,340,0.24781934916973114,Train
35,350,0.1944059580564499,Train
36,360,0.0573657751083374,Train
37,370,0.22556337714195251,Train
38,380,0.12953078746795654,Train
39,390,0.11710558831691742,Train
40,400,0.20989787578582764,Train
41,410,0.023089615628123283,Train
42,420,0.08504103869199753,Train
43,430,0.10364829748868942,Train
44,440,0.12965446710586548,Train
45,450,0.035866692662239075,Train
46,460,0.019755320623517036,Train
47,470,0.03293696790933609,Train
48,480,0.06813167780637741,Train
49,490,0.06609757989645004,Train
50,500,0.07247715443372726,Train
51,510,0.024035174399614334,Train
52,520,0.016635987907648087,Train
53,530,0.04047631844878197,Train
54,540,0.034965068101882935,Train
55,550,0.04471522197127342,Train
56,560,0.03880501911044121,Train
57,570,0.059005092829465866,Train
58,580,0.045741163194179535,Train
59,590,0.0360376350581646,Train
60,600,0.04088391363620758,Train
61,610,0.0448174849152565,Train
62,620,0.013263325206935406,Train
63,630,0.03990359976887703,Train
64,640,0.0325421467423439,Train
65,650,0.01545853354036808,Train
66,660,0.017288096249103546,Train
67,670,0.012708991765975952,Train
68,680,0.008164294995367527,Train
69,690,0.019207250326871872,Train
70,700,0.018837910145521164,Train
71,710,0.006030671298503876,Train
72,720,0.027419691905379295,Train
73,730,0.01379364263266325,Train
74,740,0.01918743923306465,Train
75,750,0.031192626804113388,Train
76,760,0.009790949523448944,Train
77,770,0.009474794380366802,Train
78,780,0.0097349239513278,Train
79,790,0.007023209240287542,Train
80,800,0.01230700220912695,Train
81,810,0.01792912930250168,Train
82,820,0.023590385913848877,Train
83,830,0.015851624310016632,Train
84,840,0.011694333516061306,Train
85,850,0.01499900035560131,Train
86,860,0.03478104993700981,Train
87,870,0.01933971606194973,Train
88,880,0.012837467715144157,Train
89,890,0.02396174892783165,Train
90,900,0.02775169536471367,Train
91,910,0.009771091863512993,Train
92,920,0.005814730189740658,Train
93,930,0.0202537402510643,Train
94,940,0.013215892016887665,Train
95,950,0.005748658441007137,Train
96,960,0.010650403797626495,Train
97,970,0.013167794793844223,Train
98,980,0.006216476671397686,Train
99,990,0.020210666581988335,Train
100,1000,0.020093794912099838,Train
101,1010,0.018025143072009087,Train
102,1020,0.01267492026090622,Train
103,1030,0.011219071224331856,Train
104,1040,0.014294220134615898,Train
105,1050,0.02378600463271141,Train
106,1060,0.01760758087038994,Train
107,1070,0.007244988344609737,Train
108,1080,0.011037599295377731,Train
109,1090,0.010975159704685211,Train
110,1100,0.016375025734305382,Train
111,1110,0.017310749739408493,Train
112,1120,0.022421760484576225,Train
113,1130,0.008806932717561722,Train
114,1140,0.004553923849016428,Train
115,1150,0.021044887602329254,Train
116,1160,0.006626899819821119,Train
117,1170,0.010978559032082558,Train
118,1180,0.003844632301479578,Train
119,1190,0.004216782748699188,Train
120,1200,0.005521855317056179,Train
121,1210,0.015525886788964272,Train
122,1220,0.007906313985586166,Train
123,1230,0.0063593583181500435,Train
124,1240,0.0056039332412183285,Train
125,1250,0.004366547800600529,Train
126,1260,0.004075363278388977,Train
