batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.035454899072647095,0.01235002838075161,0.012765812687575817,0.10863122344017029,0.013154055923223495,0.00900997780263424,0.6849576234817505
2,0.041080888360738754,0.02606855519115925,0.01465913001447916,0.11807358264923096,0.023873625323176384,0.014937774278223515,0.6257017254829407
3,0.03515516221523285,0.02129792608320713,0.0020082483533769846,0.0399278849363327,0.011400177143514156,0.011094479821622372,0.9731839895248413
4,0.02156544290482998,0.016576845198869705,0.001182003878057003,0.03098434768617153,0.014816304668784142,0.011474456638097763,0.7744473814964294
5,0.022420300170779228,0.011124209500849247,0.0011802753433585167,0.03116491436958313,0.013317657634615898,0.009780927561223507,0.7344324588775635
6,0.02529751881957054,0.011864861473441124,0.00753076421096921,0.08085417002439499,0.010438167490065098,0.00758977048099041,0.7271164059638977
7,0.052468594163656235,0.02174583449959755,0.010120339691638947,0.09274312853813171,0.02050982415676117,0.010387389920651913,0.5064589977264404
8,0.13776108622550964,0.11752952635288239,0.005909094121307135,0.06830060482025146,0.05177198722958565,0.035285647958517075,0.6815585494041443
9,0.014098328538239002,0.00605173222720623,0.012202748097479343,0.10960274934768677,0.0067144581116735935,0.006365641485899687,0.9480485320091248
10,0.023278189823031425,0.01227190438657999,0.0013031872222200036,0.026855269446969032,0.013370011001825333,0.008132732473313808,0.6082811951637268
