batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.15598557889461517,0.13154980540275574,0.006502222735434771,0.06848356872797012,0.043539274483919144,0.06717495620250702,1.5428584814071655
2,0.02913457341492176,0.058896686881780624,0.005390392150729895,0.06292379647493362,0.013625238090753555,0.05569607764482498,4.087710857391357
3,0.03933308646082878,0.049176666885614395,0.005240353289991617,0.06332295387983322,0.013415823690593243,0.03826506435871124,2.852231502532959
4,0.07570825517177582,0.04574882611632347,0.0023804076481610537,0.0374571867287159,0.026242660358548164,0.027876252308487892,1.0622490644454956
5,0.040752921253442764,0.05989321693778038,0.0038582077249884605,0.0520789735019207,0.010765391401946545,0.05921094864606857,5.500114917755127
6,0.06822321563959122,0.07003917545080185,0.0037388682831078768,0.04697825014591217,0.022748008370399475,0.04879617691040039,2.145073890686035
7,0.04853516072034836,0.035812463611364365,0.0034931700211018324,0.045789480209350586,0.022172078490257263,0.03465260565280914,1.562893271446228
8,0.04025730490684509,0.041665542870759964,0.0023609930649399757,0.037640735507011414,0.015667054802179337,0.04307369515299797,2.749315023422241
9,0.07332639396190643,0.07630904763936996,0.005982736591249704,0.06545531749725342,0.015778321772813797,0.047462474554777145,3.0080795288085938
10,0.040695637464523315,0.02878514863550663,0.0030061763245612383,0.045526664704084396,0.025797637179493904,0.02804420329630375,1.0870838165283203
