batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.028043972328305244,0.01952226459980011,0.027585865929722786,0.16222284734249115,0.018710175529122353,0.02067127451300621,1.104814052581787
2,0.02685217745602131,0.020211808383464813,0.003200168488547206,0.04499361291527748,0.012172413058578968,0.024379471316933632,2.0028445720672607
3,0.04131441190838814,0.022936644032597542,0.05716262385249138,0.23384933173656464,0.010745750740170479,0.024616505950689316,2.2908108234405518
4,0.0709277093410492,0.02554141730070114,0.007071285974234343,0.06981085985898972,0.038434695452451706,0.02900199219584465,0.7545782327651978
5,0.07420086860656738,0.021576566621661186,0.008921667002141476,0.07923220843076706,0.018841054290533066,0.02330709621310234,1.237037181854248
6,0.06534326076507568,0.025722147896885872,0.00434847129508853,0.05691416561603546,0.017015190795063972,0.030978094786405563,1.8206130266189575
7,0.21775883436203003,0.04459666088223457,0.11161214113235474,0.274104505777359,0.03986789286136627,0.034451499581336975,0.8641412258148193
8,0.031174834817647934,0.03060312196612358,0.030162127688527107,0.17085842788219452,0.01914209872484207,0.026545265689492226,1.3867472410202026
9,0.017621872946619987,0.038439005613327026,0.012997950427234173,0.10495901107788086,0.012421089224517345,0.029147064313292503,2.3465769290924072
10,0.0512014739215374,0.04743022471666336,0.013226572424173355,0.11088942736387253,0.017506014555692673,0.03457149118185043,1.9748339653015137
