batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.08995034545660019,0.034696780145168304,0.052772749215364456,0.22245799005031586,0.036608826369047165,0.012655558995902538,0.3456968367099762
2,0.03585595637559891,0.0264605563133955,0.036046866327524185,0.18792422115802765,0.014822856523096561,0.013343463651835918,0.900194525718689
3,0.03145414963364601,0.04418207332491875,0.030519381165504456,0.17373578250408173,0.013461635448038578,0.014702018350362778,1.0921412706375122
4,0.024984631687402725,0.020524194464087486,0.008114205673336983,0.08700788021087646,0.014999550767242908,0.009231437928974628,0.6154472231864929
5,0.035214055329561234,0.01754065416753292,0.01548774540424347,0.11833024024963379,0.016203708946704865,0.012139351107180119,0.74917072057724
6,0.02098708041012287,0.018667185679078102,0.043602168560028076,0.20672886073589325,0.012813754379749298,0.013766034506261349,1.074316143989563
7,0.057824987918138504,0.02461608685553074,0.006409738678485155,0.07133322209119797,0.023781999945640564,0.015711307525634766,0.6606383323669434
8,0.053975339978933334,0.03139616549015045,0.028356170281767845,0.16594888269901276,0.016792695969343185,0.012478693388402462,0.7431020140647888
9,0.045080382376909256,0.023433921858668327,0.035565588623285294,0.1866787225008011,0.020398596301674843,0.014696328900754452,0.7204575538635254
10,0.01606861688196659,0.016382096335291862,0.03843723610043526,0.19534938037395477,0.010549415834248066,0.012174036353826523,1.153999924659729
