batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.023531826213002205,0.02395968697965145,0.03167619928717613,0.17673325538635254,0.010785017162561417,0.022082017734646797,2.0474698543548584
2,0.023856814950704575,0.02338126115500927,0.02324020303785801,0.1508103907108307,0.013422362506389618,0.02447294071316719,1.8232946395874023
3,0.011170226149260998,0.027590865269303322,0.024998383596539497,0.15530335903167725,0.009901539422571659,0.02404595911502838,2.428504705429077
4,0.03441830351948738,0.03292978182435036,0.011563542298972607,0.10253766924142838,0.019927408546209335,0.03012911044061184,1.5119425058364868
5,0.04852277785539627,0.031328342854976654,0.013454451225697994,0.0950348973274231,0.014462927356362343,0.031370121985673904,2.1690006256103516
6,0.022829562425613403,0.025912092998623848,0.0017618857091292739,0.035404421389102936,0.01270249579101801,0.026625651866197586,2.0960943698883057
7,0.03861811012029648,0.027109084650874138,0.009215500205755234,0.08941629528999329,0.015922293066978455,0.0257917121052742,1.6198481321334839
8,0.02330937422811985,0.02283778414130211,0.002026611939072609,0.03673795238137245,0.01018947921693325,0.026011239737272263,2.5527520179748535
9,0.021102791652083397,0.022411324083805084,0.0015315152704715729,0.03235887363553047,0.010163304395973682,0.025417394936084747,2.5008962154388428
10,0.026082266122102737,0.02401885949075222,0.031149612739682198,0.17479415237903595,0.012034965679049492,0.018030088394880295,1.498140811920166
