batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.011442494578659534,0.019006164744496346,0.18592233955860138,0.4305626153945923,0.008278543129563332,0.015340794809162617,1.853076696395874
2,0.02589789219200611,0.012658094055950642,0.07516161352396011,0.27205151319503784,0.012512714602053165,0.013423748314380646,1.072807788848877
3,0.07170180231332779,0.03683558851480484,0.04074821248650551,0.1930353194475174,0.03375551849603653,0.03052763268351555,0.9043743014335632
4,0.008296712301671505,0.011907772161066532,0.11973506212234497,0.345780611038208,0.006197462789714336,0.014514710754156113,2.3420372009277344
5,0.02229277230799198,0.008883156813681126,0.05353454127907753,0.229925736784935,0.01397212129086256,0.00968505535274744,0.6931694746017456
6,0.06994978338479996,0.030529361218214035,0.7391902804374695,0.8574946522712708,0.035928234457969666,0.02607053704559803,0.7256278991699219
7,0.056469857692718506,0.03406478092074394,0.3585968315601349,0.5967898368835449,0.023971807211637497,0.02649335190653801,1.1051875352859497
8,0.06951285898685455,0.024235161021351814,0.0868893563747406,0.287462443113327,0.021059561520814896,0.023345377296209335,1.1085400581359863
9,0.0672185868024826,0.02753426879644394,0.4258314073085785,0.6497273445129395,0.017231164500117302,0.02700563706457615,1.567254662513733
10,0.05028543621301651,0.022222114726901054,0.1277942806482315,0.3531595468521118,0.01185173075646162,0.02371641807258129,2.001091480255127
