batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.03681017830967903,0.033802200108766556,0.0015378337120637298,0.03158902749419212,0.006609753239899874,0.029529795050621033,4.467602729797363
2,0.07864764332771301,0.03687196969985962,0.013282067142426968,0.09657195955514908,0.025352654978632927,0.0341825969517231,1.3482842445373535
3,0.021844500675797462,0.04064362868666649,0.002157697221264243,0.032806798815727234,0.014934109523892403,0.03758922964334488,2.517003297805786
4,0.07492931187152863,0.08207063376903534,0.010497484356164932,0.09115492552518845,0.025889266282320023,0.04292648658156395,1.6580798625946045
5,0.015929747372865677,0.029772642999887466,0.008121510036289692,0.08621624857187271,0.011079513467848301,0.02073627896606922,1.871585726737976
6,0.024660984054207802,0.04018530249595642,0.0072515495121479034,0.07818112522363663,0.014639589935541153,0.03861942142248154,2.6380107402801514
7,0.12726625800132751,0.09539391100406647,0.007409334648400545,0.06973347812891006,0.03095455840229988,0.04128016158938408,1.333572506904602
8,0.03714878112077713,0.03503379225730896,0.0060475957579910755,0.06797797232866287,0.013533622957766056,0.033697377890348434,2.489898920059204
9,0.02658756449818611,0.0237425584346056,0.0018556349677965045,0.03556470200419426,0.00928636733442545,0.0264012161642313,2.8430047035217285
10,0.05846628174185753,0.030140748247504234,0.004119084216654301,0.0553257055580616,0.0198881383985281,0.03733888640999794,1.8774441480636597
