batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.016158733516931534,0.009246326982975006,0.007635938003659248,0.08549421280622482,0.006177821662276983,0.005254760850220919,0.8505833745002747
2,0.028833992779254913,0.020625334233045578,0.0014143120497465134,0.03500699996948242,0.010614861734211445,0.012059714645147324,1.1361149549484253
3,0.06295658648014069,0.02506660483777523,0.01098516583442688,0.09622093290090561,0.016779594123363495,0.009366413578391075,0.55820232629776
4,0.04962694272398949,0.03759022057056427,0.010978824459016323,0.10352922230958939,0.014528347179293633,0.011672444641590118,0.8034249544143677
5,0.018251199275255203,0.021143067628145218,0.00021336601639632136,0.011819642968475819,0.01441055629402399,0.013359093107283115,0.9270345568656921
6,0.01574728824198246,0.013303406536579132,0.000437754177255556,0.017815856263041496,0.008631931617856026,0.008008687756955624,0.9277967810630798
7,0.018107697367668152,0.008016955107450485,0.0011742273345589638,0.0292942076921463,0.00708748446777463,0.006715429946780205,0.9475041031837463
8,0.043156642466783524,0.02618004009127617,0.004667339380830526,0.05927208065986633,0.011033708229660988,0.010051283985376358,0.9109607338905334
9,0.09995312243700027,0.04427631199359894,0.00878209713846445,0.07539954036474228,0.03429870679974556,0.016287844628095627,0.474882036447525
10,0.012558738701045513,0.013686568476259708,0.00028166593983769417,0.013375896029174328,0.011675036512315273,0.009111627005040646,0.7804360389709473
