batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.04749958962202072,0.05187641829252243,0.10043337196111679,0.31417062878608704,0.009665939956903458,0.04302841052412987,4.451544761657715
2,0.026122426614165306,0.02345292456448078,0.06509982794523239,0.25201401114463806,0.011007518507540226,0.03573598340153694,3.2465038299560547
3,0.029083481058478355,0.02733430825173855,0.026376528665423393,0.15795767307281494,0.018310964107513428,0.04002773389220238,2.1859970092773438
4,0.013333956710994244,0.02296328730881214,0.0008868594304658473,0.023898104205727577,0.010313816368579865,0.03153867647051811,3.0579025745391846
5,0.019019031897187233,0.027107026427984238,0.07827499508857727,0.27736082673072815,0.008003694005310535,0.04015142470598221,5.016605377197266
6,0.030882857739925385,0.028982603922486305,0.025912651792168617,0.1573459357023239,0.02064727433025837,0.03498087823390961,1.6942120790481567
7,0.04395762085914612,0.03026696667075157,0.1778038740158081,0.41880273818969727,0.01835677959024906,0.04219762608408928,2.2987477779388428
8,0.024660984054207802,0.03098316490650177,0.08457090705633163,0.28897109627723694,0.014639589935541153,0.03759034723043442,2.5677168369293213
9,0.10506639629602432,0.026189332827925682,0.03379455581307411,0.17137159407138824,0.03134068474173546,0.0366867296397686,1.1705780029296875
10,0.0512014739215374,0.044694479554891586,0.05298230051994324,0.22497226297855377,0.017506014555692673,0.046336013823747635,2.6468610763549805
