batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.04749958962202072,0.04988202080130577,0.0580272376537323,0.23668600618839264,0.009665939956903458,0.045710839331150055,4.729057788848877
2,0.026122426614165306,0.029526110738515854,0.07041236013174057,0.26169610023498535,0.011007518507540226,0.04359811916947365,3.96075439453125
3,0.029083481058478355,0.0313764326274395,0.006483899429440498,0.07113814353942871,0.018310964107513428,0.045913394540548325,2.50742506980896
4,0.013333956710994244,0.025715956464409828,0.0010049125412479043,0.024715756997466087,0.010313816368579865,0.03446977213025093,3.3420934677124023
5,0.019019031897187233,0.03201720118522644,0.0379125140607357,0.19067569077014923,0.008003694005310535,0.048138462007045746,6.014523029327393
6,0.030882857739925385,0.029206600040197372,0.03757799044251442,0.1899978369474411,0.02064727433025837,0.041723962873220444,2.020796775817871
7,0.04395762085914612,0.03920559212565422,0.10859724134206772,0.3256241977214813,0.01835677959024906,0.05356918275356293,2.918221950531006
8,0.024660984054207802,0.03827252238988876,0.04095269739627838,0.19880981743335724,0.014639589935541153,0.04610881581902504,3.149595260620117
9,0.10506639629602432,0.034011099487543106,0.009418514557182789,0.08265826851129532,0.03134068474173546,0.04240366816520691,1.3529906272888184
10,0.0512014739215374,0.05376124754548073,0.018124736845493317,0.12289489060640335,0.017506014555692673,0.0564596951007843,3.225158214569092
