batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.02224152162671089,0.04057250916957855,0.008374546654522419,0.08103654533624649,0.012034975923597813,0.030677655711770058,2.549039602279663
2,0.016947932541370392,0.03700290620326996,0.15862029790878296,0.3958306312561035,0.0075455824844539165,0.043325766921043396,5.741864204406738
3,0.017621872946619987,0.04210331290960312,0.0023263401817530394,0.04020847752690315,0.012421089224517345,0.03462642803788185,2.787710428237915
4,0.041080888360738754,0.03587324544787407,0.008738539181649685,0.07895355671644211,0.023873625323176384,0.0362187996506691,1.5171045064926147
5,0.08836334943771362,0.05481155961751938,0.03602730110287666,0.1687132865190506,0.02632775530219078,0.049999356269836426,1.8991113901138306
6,0.043221041560173035,0.04346649721264839,0.0063138119876384735,0.06770423799753189,0.02043786272406578,0.030946027487516403,1.5141510963439941
7,0.02478189952671528,0.03240747004747391,0.0064143347553908825,0.06699488312005997,0.015817582607269287,0.03220595046877861,2.0360841751098633
8,0.017322713509202003,0.02681557834148407,0.028278052806854248,0.16613276302814484,0.011341281235218048,0.022823762148618698,2.012448310852051
9,0.03755030781030655,0.026964707300066948,0.0071654231287539005,0.07537297159433365,0.017937930300831795,0.03438904136419296,1.917112112045288
10,0.00835888646543026,0.034085143357515335,0.19580452144145966,0.44112706184387207,0.005549571011215448,0.05281534418463707,9.516997337341309
