batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.008325901813805103,0.029591519385576248,0.007765811402350664,0.08351481705904007,0.0054710377007722855,0.03294816240668297,6.022276878356934
2,0.03527131676673889,0.028252780437469482,0.0014977894024923444,0.02869509905576706,0.01266977284103632,0.027992883697152138,2.209420919418335
3,0.017320990562438965,0.04044588655233383,0.0013644546270370483,0.028865724802017212,0.0077550048008561134,0.048182010650634766,6.213013648986816
4,0.03637923672795296,0.05733045935630798,0.0019117520423606038,0.034898217767477036,0.02395869605243206,0.03335128352046013,1.3920319080352783
5,0.0229171309620142,0.026853809133172035,0.0007204760331660509,0.021925291046500206,0.017879050225019455,0.021959315985441208,1.2282142639160156
6,0.032494205981492996,0.023463981226086617,0.0010127538116648793,0.0256149023771286,0.01091590616852045,0.02166217565536499,1.9844578504562378
7,0.06295658648014069,0.04859139025211334,0.0027756374329328537,0.04425888881087303,0.016779594123363495,0.03622479364275932,2.1588587760925293
8,0.01977701112627983,0.03357311710715294,0.0010040864581242204,0.025760337710380554,0.013226022012531757,0.030165137723088264,2.2807397842407227
9,0.023224592208862305,0.03919975087046623,0.0202434491366148,0.13671131432056427,0.019848870113492012,0.03130059689283371,1.5769453048706055
10,0.048259418457746506,0.054837487637996674,0.018989747390151024,0.13534869253635406,0.018435291945934296,0.0323408879339695,1.754291296005249
