batch,true_std,pred_std,mse,mae,true_jaggedness,pred_jaggedness,jaggedness_ratio
1,0.03556402027606964,0.019631195813417435,0.16076020896434784,0.39823082089424133,0.010935534723103046,0.017302025109529495,1.5821822881698608
2,0.0295859482139349,0.02036350965499878,0.10111210495233536,0.3162306845188141,0.020437857136130333,0.027521807700395584,1.3466086387634277
3,0.024408238008618355,0.02572084218263626,0.047405678778886795,0.21623344719409943,0.01396554708480835,0.02551800012588501,1.8272095918655396
4,0.02751263789832592,0.03412714973092079,0.03711628541350365,0.18780283629894257,0.020850149914622307,0.028609024360775948,1.3721250295639038
5,0.03022422455251217,0.02574869990348816,0.028328878805041313,0.16384418308734894,0.011072964407503605,0.02683335356414318,2.4233193397521973
6,0.01294396910816431,0.02734501287341118,0.050556015223264694,0.22201263904571533,0.01022220216691494,0.025439592078328133,2.4886581897735596
7,0.021830104291439056,0.03993462026119232,0.047789618372917175,0.212492898106575,0.0112562021240592,0.034175943583250046,3.0361850261688232
8,0.047519750893116,0.03094428777694702,0.018098868429660797,0.1282709389925003,0.021000690758228302,0.025696853175759315,1.2236188650131226
9,0.04530780017375946,0.025421204045414925,0.10865568369626999,0.32786163687705994,0.020110642537474632,0.019834015518426895,0.986244261264801
10,0.019893668591976166,0.026457639411091805,0.1021186038851738,0.3173210620880127,0.009633219800889492,0.027869079262018204,2.893014907836914
